row_label_raw,row_label_full,"- Thanh lý, nhượng bán TSCĐ",1.545.131.584,2.103.572.321,numeric__1.545.131.584,numeric__2.103.572.321
- Tiền bồi thường,- Tiền bồi thường,- Tiền bồi thường,579.608.888,374.269.134,579608888.0,374269134.0
- Các khoản bị phạt,- Các khoản bị phạt,- Các khoản bị phạt,2.396.161.780,6.260.732.853,2396161780.0,6260732853.0
"- Nhượng bán vật tư, phế liệu","- Nhượng bán vật tư, phế liệu","- Nhượng bán vật tư, phế liệu",12.809.895.310,7.951.566.344,12809895310.0,7951566344.0
- Các khoản khác,- Các khoản khác,- Các khoản khác,213.440.696.059,96.430.678.769,213440696059.0,96430678769.0
Cộng,Cộng,Cộng,230.771.493.621,113.120.819.421,230771493621.0,113120819421.0
