row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,231.557.270,1.075.596.436,231557270.0,1075596436.0
Phải trả tiền mượn công ty và cá nhân (*),Phải trả tiền mượn công ty và cá nhân (*),Phải trả tiền mượn công ty và cá nhân (*),150.774.975,981.207.601,150774975.0,981207601.0
Phải trả tiền thuê đất,Phải trả tiền thuê đất,Phải trả tiền thuê đất,61.589.759,72.772.560,61589759.0,72772560.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,19.192.536,21.616.275,19192536.0,21616275.0
Dài hạn,Dài hạn,Dài hạn,213.795.862,398.507.111,213795862.0,398507111.0
Phải trả tiền thuê đất,Phải trả tiền thuê đất,Phải trả tiền thuê đất,131.522.095,118.618.380,131522095.0,118618380.0
Phải trả tiền mượn công ty và cá nhân (*),Phải trả tiền mượn công ty và cá nhân (*),Phải trả tiền mượn công ty và cá nhân (*),82.273.767,279.888.731,82273767.0,279888731.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,445.353.132,1.474.103.547,445353132.0,1474103547.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),,
- Ngắn hạn,Phải trả các bên liên quan (TM số 31) > - Ngắn hạn,- Ngắn hạn,143.765.820,926.115.169,143765820.0,926115169.0
- Dài hạn,Phải trả các bên liên quan (TM số 31) > - Dài hạn,- Dài hạn,18.886.549,16.655.807,18886549.0,16655807.0
Phải trả các bên thứ ba,Phải trả các bên liên quan (TM số 31) > Phải trả các bên thứ ba,Phải trả các bên thứ ba,282.700.763,531.332.571,282700763.0,531332571.0
