row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,597.100.799,791.269.681,597100799.0,791269681.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,400.778.541,528.992.130,400778541.0,528992130.0
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,184.235.007,190.984.404,184235007.0,190984404.0
Chi phí khác,Chi phí khác,Chi phí khác,12.087.251,71.293.147,12087251.0,71293147.0
Dài hạn,Dài hạn,Dài hạn,362.533.239,366.287.845,362533239.0,366287845.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,362.533.239,366.287.845,362533239.0,366287845.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,959.634.038,1.157.557.526,959634038.0,1157557526.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),,
- Ngân hạn,Phải trả các bên liên quan (TM số 31) > - Ngân hạn,- Ngân hạn,15.484.556,197.463.330,15484556.0,197463330.0
- Dài hạn,Phải trả các bên liên quan (TM số 31) > - Dài hạn,- Dài hạn,13.183.329,9.969.504,13183329.0,9969504.0
Phải trả các bên thứ ba,Phải trả các bên liên quan (TM số 31) > Phải trả các bên thứ ba,Phải trả các bên thứ ba,930.966.153,950.124.692,930966153.0,950124692.0
