row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND > Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND > Số đầu năm
Đầu tư vào công ty liên kết (TM số 14.1),Đầu tư vào công ty liên kết (TM số 14.1),Đầu tư vào công ty liên kết (TM số 14.1),320.033.419,321.560.075,320033419.0,321560075.0
Đầu tư góp vốn vào đơn vị khác (TM số 14.2),Đầu tư góp vốn vào đơn vị khác (TM số 14.2),Đầu tư góp vốn vào đơn vị khác (TM số 14.2),2.594.610,2.594.610,2594610.0,2594610.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,322.628.029,324.154.685,322628029.0,324154685.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,(2.594.610),-,-2594610.0,
GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,320.033.419,324.154.685,320033419.0,324154685.0
