row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả người bán hàng hóa và cung cấp dịch vụ,Phải trả người bán hàng hóa và cung cấp dịch vụ,Phải trả người bán hàng hóa và cung cấp dịch vụ,511.895.248,1.250.799.335,511895248.0,1250799335.0
- THAGRICO,- THAGRICO,- THAGRICO,205.532.754,400.282.633,205532754.0,400282633.0
- Công ty TNHH MTV Tổ hợp Cơ khí Thaco Chu Lai,- Công ty TNHH MTV Tổ hợp Cơ khí Thaco Chu Lai,- Công ty TNHH MTV Tổ hợp Cơ khí Thaco Chu Lai,73.889.700,-,73889700.0,
"- Công ty TNHH Giao nhận Vận chuyển Quốc tế Trường Hải (""THILOGI"")","- Công ty TNHH Giao nhận Vận chuyển Quốc tế Trường Hải (""THILOGI"")","- Công ty TNHH Giao nhận Vận chuyển Quốc tế Trường Hải (""THILOGI"")",-,101.795.239,,101795239.0
- Khác,- Khác,- Khác,232.472.794,748.721.463,232472794.0,748721463.0
Phải trả người bán máy móc và thiết bị,Phải trả người bán máy móc và thiết bị,Phải trả người bán máy móc và thiết bị,35.039.389,62.131.427,35039389.0,62131427.0
Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,Phải trả nhà thầu xây dựng,3.914.277,29.889.222,3914277.0,29889222.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,550.848.914,1.342.819.984,550848914.0,1342819984.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả các bên liên quan (TM số 31),Trong đó: > Phải trả các bên liên quan (TM số 31),Phải trả các bên liên quan (TM số 31),297.856.878,659.461.800,297856878.0,659461800.0
Phải trả các bên khác,Trong đó: > Phải trả các bên khác,Phải trả các bên khác,252.992.036,683.358.184,252992036.0,683358184.0
