row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,3.269.196.681,7.297.243.718,3269196681.0,7297243718.0
Vay dài hạn bên liên quan đến hạn trả (TM số 22.3 và 31),Vay dài hạn bên liên quan đến hạn trả (TM số 22.3 và 31),Vay dài hạn bên liên quan đến hạn trả (TM số 22.3 và 31),1.351.784.994,-,1351784994.0,
Vay ngắn hạn ngân hàng (TM số 22.1),Vay ngắn hạn ngân hàng (TM số 22.1),Vay ngắn hạn ngân hàng (TM số 22.1),1.095.586.882,1.260.949.777,1095586882.0,1260949777.0
Vay dài hạn ngân hàng đến hạn trả (TM số 22.4),Vay dài hạn ngân hàng đến hạn trả (TM số 22.4),Vay dài hạn ngân hàng đến hạn trả (TM số 22.4),780.000.842,631.597.896,780000842.0,631597896.0
Vay ngắn hạn bên liên quan (TM số 22.2 và 31),Vay ngắn hạn bên liên quan (TM số 22.2 và 31),Vay ngắn hạn bên liên quan (TM số 22.2 và 31),41.823.963,5.158.215.316,41823963.0,5158215316.0
Vay dài hạn trái phiếu đến hạn trả (TM số 22.5),Vay dài hạn trái phiếu đến hạn trả (TM số 22.5),Vay dài hạn trái phiếu đến hạn trả (TM số 22.5),-,196.846.419,,196846419.0
Vay ngắn hạn bên khác,Vay ngắn hạn bên khác,Vay ngắn hạn bên khác,-,49.634.310,,49634310.0
Dài hạn,Dài hạn,Dài hạn,2.595.270.784,4.105.299.625,2595270784.0,4105299625.0
Vay dài hạn ngân hàng (TM số 22.4),Vay dài hạn ngân hàng (TM số 22.4),Vay dài hạn ngân hàng (TM số 22.4),1.396.864.433,1.926.063.192,1396864433.0,1926063192.0
Vay dài hạn bên liên quan (TM số 22.3 và 31),Vay dài hạn bên liên quan (TM số 22.3 và 31),Vay dài hạn bên liên quan (TM số 22.3 và 31),1.198.406.351,2.103.224.847,1198406351.0,2103224847.0
Vay dài hạn bên khác,Vay dài hạn bên khác,Vay dài hạn bên khác,-,76.011.586,,76011586.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.864.467.465,11.402.543.343,5864467465.0,11402543343.0
