row_label_raw,row_label_full,"Ngân hàng Thương mạiCổ phần Đầu tư và Phát triển Việt Nam (""BIDV"")",Số cuối năm > 1.237.192.230,Số đầu năm > 1.231.637.137,"Ngàn VNDMục đích vay > Tài trợ dự án cao su,cọ đầu và bổ sung vốnlưu động",numeric__Số cuối năm > 1.237.192.230,numeric__Số đầu năm > 1.231.637.137,"numeric__Ngàn VNDMục đích vay > Tài trợ dự án cao su,cọ đầu và bổ sung vốnlưu động"
"Ngân hàng Liên doanh Lào Việt (""LaoVietBank"")","Ngân hàng Liên doanh Lào Việt (""LaoVietBank"")","Ngân hàng Liên doanh Lào Việt (""LaoVietBank"")",690.338.457,763.569.346,"Tài trợ dự án cao su,cọ đầu, nuôi bò",690338457.0,763569346.0,
"Ngân hàng Thương mạiCổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mạiCổ phần Sài Gòn Thương Tín (""Sacombank"")","Ngân hàng Thương mạiCổ phần Sài Gòn Thương Tín (""Sacombank"")",249.334.588,512.454.605,"Tài trợ dự án cao su,cọ đầu và bổ sung vốnlưu động",249334588.0,512454605.0,
TPBank,TPBank,TPBank,-,50.000.000,"Tài trợ dự án cao su,cây ăn trái",,50000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.176.865.275,2.557.661.088,,2176865275.0,2557661088.0,
Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,Trong đó:Vay dài hạnVay dài hạn đến hạn trả,1.396.864.433780.000.842,1.926.063.192631.597.896,,1.3968644337800008e+18,1.9260631926315978e+18,
