row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,Thanh lý công ty con,Ngàn VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Thanh lý công ty con,numeric__Ngàn VND Số cuối năm
Phải nộp:,Phải nộp:,Phải nộp:,Phải nộp:,Phải nộp:,Phải nộp:,Phải nộp:,Phải nộp:,,,,,
Thuế TNDN (TM số 30.1),Phải nộp: > Thuế TNDN (TM số 30.1),Thuế TNDN (TM số 30.1),21.249.238,1.360.256,(1.929.792),(12.621.115),8.058.587,21249238.0,1360256.0,-1929792.0,-12621115.0,8058587.0
Thuế thu nhập cá nhân,Phải nộp: > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,6.232.386,2.681.431,(8.159.586),(190.387),563.844,6232386.0,2681431.0,-8159586.0,-190387.0,563844.0
Khác,Phải nộp: > Khác,Khác,15.419,3.036.933,(2.332.510),(15.419),704.423,15419.0,3036933.0,-2332510.0,-15419.0,704423.0
TỔNG CỘNG,Phải nộp: > TỔNG CỘNG,TỔNG CỘNG,27.497.043,7.078.620,(12.421.888),(12.826.921),9.326.854,27497043.0,7078620.0,-12421888.0,-12826921.0,9326854.0
