row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải thu từ hoạt động xây dựng sân bay cho Chính phủ Lào (i),Phải thu từ hoạt động xây dựng sân bay cho Chính phủ Lào (i),Phải thu từ hoạt động xây dựng sân bay cho Chính phủ Lào (i),729.579.626,707.578.103,729579626.0,707578103.0
Phải thu từ bán hàng và cung cấp dịch vụ,Phải thu từ bán hàng và cung cấp dịch vụ,Phải thu từ bán hàng và cung cấp dịch vụ,166.063.844,479.493.941,166063844.0,479493941.0
- THAGRICO,- THAGRICO,- THAGRICO,42.753.287,280.542.963,42753287.0,280542963.0
"- Công ty Cổ phần Nông Lâm NghiệpCánh Đồng Vàng (""Cánh Đồng Vàng"")","- Công ty Cổ phần Nông Lâm NghiệpCánh Đồng Vàng (""Cánh Đồng Vàng"")","- Công ty Cổ phần Nông Lâm NghiệpCánh Đồng Vàng (""Cánh Đồng Vàng"")",24.541.653,24.541.653,24541653.0,24541653.0
- Các khách hàng khác,- Các khách hàng khác,- Các khách hàng khác,98.768.904,174.409.325,98768904.0,174409325.0
Phải thu thanh lý khoản đầu tư,Phải thu thanh lý khoản đầu tư,Phải thu thanh lý khoản đầu tư,-,2.350.000.000,,2350000000.0
- THAGRICO,- THAGRICO,- THAGRICO,-,2.350.000.000,,2350000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,895.643.470,3.537.072.044,895643470.0,3537072044.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(61.333.940),(16.368.434),-61333940.0,-16368434.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,834.309.530,3.520.703.610,834309530.0,3520703610.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu các bên liên quan (TM số 31),Trong đó: > Phải thu các bên liên quan (TM số 31),Phải thu các bên liên quan (TM số 31),47.876.044,2.662.882.662,47876044.0,2662882662.0
Phải thu bên khác,Trong đó: > Phải thu bên khác,Phải thu bên khác,786.433.486,857.820.948,786433486.0,857820948.0
