row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
(Lỗ)/lợi nhuận kế toán trước thuế,(Lỗ)/lợi nhuận kế toán trước thuế,(Lỗ)/lợi nhuận kế toán trước thuế,(1.298.802.530),48.373.670,-1298802530.0,48373670.0
Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,
Các khoản lỗ của các công ty con,Điều chỉnh cho các khoản: > Các khoản lỗ của các công ty con,Các khoản lỗ của các công ty con,1.275.335.585,1.416.285.568,1275335585.0,1416285568.0
Chênh lệch lãi vay nội bộ ở khía cạnh hợp nhất,Điều chỉnh cho các khoản: > Chênh lệch lãi vay nội bộ ở khía cạnh hợp nhất,Chênh lệch lãi vay nội bộ ở khía cạnh hợp nhất,274.503.962,(22.382.831),274503962.0,-22382831.0
Các khoản chi phí không được trừ,Điều chỉnh cho các khoản: > Các khoản chi phí không được trừ,Các khoản chi phí không được trừ,62.587.408,82.225.809,62587408.0,82225809.0
Thay đổi lợi nhuận nội bộ chưa thực hiện,Điều chỉnh cho các khoản: > Thay đổi lợi nhuận nội bộ chưa thực hiện,Thay đổi lợi nhuận nội bộ chưa thực hiện,24.324.938,22.022.007,24324938.0,22022007.0
Chênh lệch tỷ giá hối đoái,Điều chỉnh cho các khoản: > Chênh lệch tỷ giá hối đoái,Chênh lệch tỷ giá hối đoái,4.158.395,(535.643.503),4158395.0,-535643503.0
Lãi từ thanh lý các khoản đầu tư loại trừ ởkhía cạnh hợp nhất,Điều chỉnh cho các khoản: > Lãi từ thanh lý các khoản đầu tư loại trừ ởkhía cạnh hợp nhất,Lãi từ thanh lý các khoản đầu tư loại trừ ởkhía cạnh hợp nhất,(318.853.782),(777.276.932),-318853782.0,-777276932.0
Lãi từ công ty liên kết,Điều chỉnh cho các khoản: > Lãi từ công ty liên kết,Lãi từ công ty liên kết,(19.388.990),(6.072.722),-19388990.0,-6072722.0
Lỗ được chuyển tử các năm trước,Điều chỉnh cho các khoản: > Lỗ được chuyển tử các năm trước,Lỗ được chuyển tử các năm trước,(6.242.440),(152.619.536),-6242440.0,-152619536.0
Chi phí lãi vay không được trừ theo Nghị định132/2020/NĐ-CP,Điều chỉnh cho các khoản: > Chi phí lãi vay không được trừ theo Nghị định132/2020/NĐ-CP,Chi phí lãi vay không được trừ theo Nghị định132/2020/NĐ-CP,-,179.118.778,,179118778.0
Chi phí phân bổ lợi thế thương mại,Điều chỉnh cho các khoản: > Chi phí phân bổ lợi thế thương mại,Chi phí phân bổ lợi thế thương mại,-,64.216.320,,64216320.0
Thay đổi chi phí phải trả,Điều chỉnh cho các khoản: > Thay đổi chi phí phải trả,Thay đổi chi phí phải trả,-,(182.743.609),,-182743609.0
Dự phòng các khoản đầu tư vào công ty con,Điều chỉnh cho các khoản: > Dự phòng các khoản đầu tư vào công ty con,Dự phòng các khoản đầu tư vào công ty con,-,(154.049.452),,-154049452.0
Các khoản khác,Điều chỉnh cho các khoản: > Các khoản khác,Các khoản khác,9.178.733,26.058.357,9178733.0,26058357.0
Thu nhập chịu thuế ước tính trong năm,Điều chỉnh cho các khoản: > Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,6.801.279,7.511.924,6801279.0,7511924.0
Thuế TNDN hiện hành ước tính,Điều chỉnh cho các khoản: > Thuế TNDN hiện hành ước tính,Thuế TNDN hiện hành ước tính,1.360.256,1.502.385,1360256.0,1502385.0
Chi phí thuế TNDN hiện hành ước tínhtrong năm,Điều chỉnh cho các khoản: > Chi phí thuế TNDN hiện hành ước tínhtrong năm,Chi phí thuế TNDN hiện hành ước tínhtrong năm,1.360.256,1.502.385,1360256.0,1502385.0
Thuế TNDN phải nộp đầu năm,Điều chỉnh cho các khoản: > Thuế TNDN phải nộp đầu năm,Thuế TNDN phải nộp đầu năm,20.963.407,19.461.022,20963407.0,19461022.0
Thanh lý công ty con,Điều chỉnh cho các khoản: > Thanh lý công ty con,Thanh lý công ty con,(12.621.115),-,-12621115.0,
Các khoản khác,Điều chỉnh cho các khoản: > Các khoản khác,Các khoản khác,(1.929.792),-,-1929792.0,
Thuế TNDN phải nộp cuối năm,Điều chỉnh cho các khoản: > Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,7.772.756,20.963.407,7772756.0,20963407.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Thuế TNDN phải trả,Trong đó: > Thuế TNDN phải trả,Thuế TNDN phải trả,8.058.587,21.249.238,8058587.0,21249238.0
Thuế TNDN trả trước,Trong đó: > Thuế TNDN trả trước,Thuế TNDN trả trước,(285.831),(285.831),-285831.0,-285831.0
