row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,31,31,Thu từ phát hành cổ phiếu,,971.069.898.000,-,,,971069898000.0,
33,33,33,"Thu từ vay ngắn hạn, dài hạn",,1.427.594.833.806,93.571.151.173,,,1427594833806.0,93571151173.0
34,34,34,Chi trả nợ gốc vay,,(188.566.703.169),(155.412.325.825),,,-188566703169.0,-155412325825.0
36,36,36,Chi trả cổ tức,,(96.672.260.772),-,,,-96672260772.0,
40,40,40,Lưu chuyển thuần từ hoạt động tài chính,,2.113.425.767.865,(61.841.174.652),,,2113425767865.0,-61841174652.0
50,50,50,Lưu chuyển tiền thuần trong năm,,492.356.325.110,70.792.916.001,,,492356325110.0,70792916001.0
60,60,60,Tiền và tương đương tiền đầu năm,3,79.904.952.746,9.115.299.410,,3.0,79904952746.0,9115299410.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,2.911.929,(3.262.665),,,2911929.0,-3262665.0
70,70,70,Tiền và tương đương tiền cuối năm,3,572.264.189.785,79.904.952.746,,3.0,572264189785.0,79904952746.0
