row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị VND,Số cuối năm > Dự Phòng VND,Số đầu năm > Giá trị VND,Số đầu năm > Dự Phòng VND,numeric__Số cuối năm > Giá trị VND,numeric__Số cuối năm > Dự Phòng VND,numeric__Số đầu năm > Giá trị VND,numeric__Số đầu năm > Dự Phòng VND
Các khoản cho vay dài hạn,Các khoản cho vay dài hạn,Các khoản cho vay dài hạn,1.291.000.000,-,23.654.000.000,-,1291000000.0,,23654000000.0,
Cho vay dài hạnđáo hạn trongvòng một năm,Cho vay dài hạnđáo hạn trongvòng một năm,Cho vay dài hạnđáo hạn trongvòng một năm,(1.291.000.000),-,(6.950.000.000),-,-1291000000.0,,-6950000000.0,
,,,-,-,16.704.000.000,-,,,16704000000.0,
