row_label_raw,row_label_full,Công ty TNHH JGC Việt Nam,Số cuối năm VND > 162.923.401.169,Số đầu năm VND > -,numeric__Số cuối năm VND > 162.923.401.169,numeric__Số đầu năm VND > -
"Sharp Solar Solution Asia Co.,Ltd","Sharp Solar Solution Asia Co.,Ltd","Sharp Solar Solution Asia Co.,Ltd",74.928.082.930,-,74928082930.0,
Công ty Cổ phần Xây dựng và Công nghiệp NSN,Công ty Cổ phần Xây dựng và Công nghiệp NSN,Công ty Cổ phần Xây dựng và Công nghiệp NSN,43.224.521.800,-,43224521800.0,
,,,281.076.005.899,-,281076005899.0,
