row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,149.087.448.045,138.376.954.059,149087448045.0,138376954059.0
Điều chỉnh:,Điều chỉnh:,Điều chỉnh:,,,,
Chi phí không được trừ,Điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,10.039.471.154,11.617.390.628,10039471154.0,11617390628.0
Thu nhập không chịu thuế,Điều chỉnh: > Thu nhập không chịu thuế,Thu nhập không chịu thuế,(48.078.035.149),(47.003.282.523),-48078035149.0,-47003282523.0
Thu nhập chịu thuế ước tính,Điều chỉnh: > Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,111.048.884.050,102.991.062.164,111048884050.0,102991062164.0
Thuế tính ở thuế suất 20%,Điều chỉnh: > Thuế tính ở thuế suất 20%,Thuế tính ở thuế suất 20%,11.480.429.960,5.704.985.340,11480429960.0,5704985340.0
Thuế tính ở thuế suất 10%,Điều chỉnh: > Thuế tính ở thuế suất 10%,Thuế tính ở thuế suất 10%,5.364.673.425,7.446.613.546,5364673425.0,7446613546.0
Thuế được miễn hoặc giảm,Điều chỉnh: > Thuế được miễn hoặc giảm,Thuế được miễn hoặc giảm,(6.095.227.827),(5.854.683.175),-6095227827.0,-5854683175.0
Bổ sung thuế TNDN năm trước,Điều chỉnh: > Bổ sung thuế TNDN năm trước,Bổ sung thuế TNDN năm trước,45.209.609,373.211.309,45209609.0,373211309.0
Chi phí thuế TNDN (*),Điều chỉnh: > Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),10.795.085.167,7.670.127.020,10795085167.0,7670127020.0
Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng:,,,,
Thuế TNDN - hiện hành,Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng: > Thuế TNDN - hiện hành,Thuế TNDN - hiện hành,10.196.200.217,8.269.011.970,10196200217.0,8269011970.0
Thuế TNDN - hoãn lại (**),Chi phí thuế TNDN ghi nhận trong báo cáo kết quả hoạt động kinh doanh riêng: > Thuế TNDN - hoãn lại (**),Thuế TNDN - hoãn lại (**),598.884.950,(598.884.950),598884950.0,-598884950.0
,,,10.795.085.167,7.670.127.020,10795085167.0,7670127020.0
