row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước VND,numeric__Năm nay VND,numeric__Năm trước VND
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Thu nhập từ thanh lý TSCĐ,Thu nhập khác > Thu nhập từ thanh lý TSCĐ,Thu nhập từ thanh lý TSCĐ,11.368.978.000,649.651.071,11368978000.0,649651071.0
Thu nhập từ hoạt động cho thuê,Thu nhập khác > Thu nhập từ hoạt động cho thuê,Thu nhập từ hoạt động cho thuê,3.186.568.600,3.151.374.923,3186568600.0,3151374923.0
Khác,Thu nhập khác > Khác,Khác,455.600.009,769.305.763,455600009.0,769305763.0
,,,15.011.146.609,4.570.331.757,15011146609.0,4570331757.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Giá vốn hoạt động cho thuê,Chi phí khác > Giá vốn hoạt động cho thuê,Giá vốn hoạt động cho thuê,1.982.010.641,2.475.810.743,1982010641.0,2475810743.0
Khác,Chi phí khác > Khác,Khác,1.119.790.157,7.975.121.147,1119790157.0,7975121147.0
,,,3.101.800.798,10.450.931.890,3101800798.0,10450931890.0
Lợi nhuận/(lỗ) khác,Chi phí khác > Lợi nhuận/(lỗ) khác,Lợi nhuận/(lỗ) khác,11.909.345.811,(5.880.600.133),11909345811.0,-5880600133.0
