row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,22,314.813.574.479,284.411.855.048,,22.0,314813574479.0,284411855048.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,23,138.908.459.543,131.969.974.191,,23.0,138908459543.0,131969974191.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,175.905.114.936,152.441.880.857,,,175905114936.0,152441880857.0
21,21,21,Doanh thu hoạt động tài chính,24,62.941.473.166,61.440.207.612,,24.0,62941473166.0,61440207612.0
22,22,22,Chi phí tài chính,25,35.757.646.555,17.225.748.001,,25.0,35757646555.0,17225748001.0
23,23,23,- Trong đó: Chi phí lãi vay,25,32.343.782.642,16.564.766.574,,25.0,32343782642.0,16564766574.0
25,25,25,Chi phí bán hàng,,588.486.215,960.049.966,,,588486215.0,960049966.0
26,26,26,Chi phí quản lý doanh nghiệp,26,65.322.353.098,51.438.736.310,,26.0,65322353098.0,51438736310.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,137.178.102.234,144.257.554.192,,,137178102234.0,144257554192.0
31,31,31,Thu nhập khác,,15.011.146.609,4.570.331.757,,,15011146609.0,4570331757.0
32,32,32,Chi phí khác,,3.101.800.798,10.450.931.890,,,3101800798.0,10450931890.0
40,40,40,Lợi nhuận/(lỗ) khác (40 = 31 - 32),27,11.909.345.811,(5.880.600.133),,27.0,11909345811.0,-5880600133.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,149.087.448.045,138.376.954.059,,,149087448045.0,138376954059.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",28,10.196.200.217,8.269.011.970,,28.0,10196200217.0,8269011970.0
52,52,52,Chi phí/(thu nhập) thuế TNDN hoãn lại,28,598.884.950,(598.884.950),,28.0,598884950.0,-598884950.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,138.292.362.878,130.706.827.039,,,138292362878.0,130706827039.0
