row_label_raw,row_label_full,col_0,Địa điểm hoạt động,Lĩnh vực kinh doanh,Giá trị hợp lý,Sơ cuối hành > Giá gốc VND,Sơ cuối hành > Tỷ lệ sở hữu (thực góp) %,Sơ cuối hành > Dự phòng,Sơ đầu hành > Giá gốc VND,Sơ đầu hành > Tỷ lệ sở hữu (thực góp) %,Sơ đầu hành > Dự phòng,numeric__Địa điểm hoạt động,numeric__Lĩnh vực kinh doanh,numeric__Giá trị hợp lý,numeric__Sơ cuối hành > Giá gốc VND,numeric__Sơ cuối hành > Tỷ lệ sở hữu (thực góp) %,numeric__Sơ cuối hành > Dự phòng,numeric__Sơ đầu hành > Giá gốc VND,numeric__Sơ đầu hành > Tỷ lệ sở hữu (thực góp) %,numeric__Sơ đầu hành > Dự phòng
Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Công ty Cổ phần Thủy điện Gia Lai,Tỉnh Gia Lai,"Sản xuất, truyền tải và phân phối điện",(*),170.882.130.932,"58,1",-,170.882.130.932,"58,1",-,,,,170882130932.0,58.1,,170882130932.0,58.1,
Công ty TNHH Một thành viên Thủy điện Thương Lộ (***),Công ty TNHH Một thành viên Thủy điện Thương Lộ (***),Công ty TNHH Một thành viên Thủy điện Thương Lộ (***),Tỉnh Thừa Thiên Huế,"Sản xuất, truyền tải và phân phối điện",(**),81.206.201.240,"100,0",(2.376.857.615),51.206.201.240,"100,0",-,,,,81206201240.0,100.0,-2376857615.0,51206201240.0,100.0,
Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Công ty TNHH Một thành viên Xây lắp và Cơ điện Gia Lai,Tỉnh Gia Lai,Xây dựng các công trình thủy điện vừa và nhỏ; sản xuất bê tông và các sản phẩm từ xỉ măng và thạch cao,(**),17.197.314.737,"100,0",-,17.197.314.737,"100,0",-,,,,17197314737.0,100.0,,17197314737.0,100.0,
Công ty Cổ phần Thủy điện Kênh Bắc - Ayun Hạ,Công ty Cổ phần Thủy điện Kênh Bắc - Ayun Hạ,Công ty Cổ phần Thủy điện Kênh Bắc - Ayun Hạ,Tỉnh Gia Lai,"Sản xuất, truyền tải và phân phối điện",(**),5.880.000.000,"65,3",-,5.880.000.000,"65,3",-,,,,5880000000.0,65.3,,5880000000.0,65.3,
Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,Công ty Cổ phần Điện Mặt trời TTC Tây Sơn - Bình Định,Tỉnh Bình Định,"Sản xuất, truyền tải và phân phối điện",(**),2.550.000.000,"100,0",(47.319.428),2.550.000.000,"100,0",-,,,,2550000000.0,100.0,-47319428.0,2550000000.0,100.0,
Công ty Cổ phần Điện TTC Tây Sơn - Bình Định,Công ty Cổ phần Điện TTC Tây Sơn - Bình Định,Công ty Cổ phần Điện TTC Tây Sơn - Bình Định,Tỉnh Bình Định,"Sản xuất, truyền tải và phân phối điện",(**),2.550.000.000,"100,0",(23.227.970),2.550.000.000,"100,0",-,,,,2550000000.0,100.0,-23227970.0,2550000000.0,100.0,
Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An,Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An,Công ty Cổ phần Điện Mặt trời TTC Đức Huệ - Long An,Tỉnh Long An,"Sản xuất, truyền tải và phân phối điện",(**),2.550.000.000,"83,6",-,2.550.000.000,"83,6",-,,,,2550000000.0,83.6,,2550000000.0,83.6,
Công ty Cổ phần Điện TTC Đức Huệ - Long An (***),Công ty Cổ phần Điện TTC Đức Huệ - Long An (***),Công ty Cổ phần Điện TTC Đức Huệ - Long An (***),Tỉnh Long An,"Sản xuất, truyền tải và phân phối điện",(**),82.620.000.000,"51,0",(20.381.447),2.550.000.000,"83,6",-,,,,82620000000.0,51.0,-20381447.0,2550000000.0,83.6,
Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Công ty TNHH Một thành viên Tư vấn và Phát triển Năng lượng Gia Lai,Tỉnh Gia Lai,Hoạt động kiến trúc và tư vấn kỹ thuật điện có liên quan,(**),1.500.000.000,"100,0",-,1.500.000.000,"100,0",-,,,,1500000000.0,100.0,,1500000000.0,100.0,
,,,,,,366.935.646.909,,(2.467.786.460),256.865.646.909,,-,,,,366935646909.0,,-2467786460.0,256865646909.0,,
