row_label_raw,row_label_full,col_0,Tại ngày1.1.2018VND,TăngVND,GiảmVND,Phân loại lạiVND,Tại ngày31.12.2018VND,numeric__Tại ngày1.1.2018VND,numeric__TăngVND,numeric__GiảmVND,numeric__Phân loại lạiVND,numeric__Tại ngày31.12.2018VND
Vay ngân hàng (*),Vay ngân hàng (*),Vay ngân hàng (*),-,184.777.829.169,(184.776.829.169),-,1.000.000,,184777829169.0,-184776829169.0,,1000000.0
Trái phiếu phát hành đảo hạn trong vòng một năm,Trái phiếu phát hành đảo hạn trong vòng một năm,Trái phiếu phát hành đảo hạn trong vòng một năm,-,-,-,15.000.000.000,15.000.000.000,,,,15000000000.0,15000000000.0
Vay dài hạn đáo hạn trong vòng một năm (Thuyết minh 17(b)(i)),Vay dài hạn đáo hạn trong vòng một năm (Thuyết minh 17(b)(i)),Vay dài hạn đáo hạn trong vòng một năm (Thuyết minh 17(b)(i)),3.824.699.000,-,(3.789.874.000),25.624.835.000,25.659.660.000,3824699000.0,,-3789874000.0,25624835000.0,25659660000.0
,,,3.824.699.000,184.777.829.169,(188.566.703.169),40.624.835.000,40.660.660.000,3824699000.0,184777829169.0,-188566703169.0,40624835000.0,40660660000.0
