row_label_raw,row_label_full,Tài sản cố định hữu hình – giá trị hao mòn lũy kế,31/12/2014(theo báo cáotrước đây)Triệu VND > (770.488),Điều chỉnhTriệu VND > 547,31/12/2014(đã điều chỉnh lại)Triệu VND > (769.941),numeric__31/12/2014(theo báo cáotrước đây)Triệu VND > (770.488),numeric__Điều chỉnhTriệu VND > 547,numeric__31/12/2014(đã điều chỉnh lại)Triệu VND > (769.941)
Tài sản cố định vô hình – nguyên giá,Tài sản cố định vô hình – nguyên giá,Tài sản cố định vô hình – nguyên giá,4.290.705,(949.112),3.341.593,4290705.0,-949112.0,3341593.0
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,1.929.895,(5),1.929.890,1929895.0,-5.0,1929890.0
Lợi nhuận chưa phân phối/(lỗ lũy kế),Lợi nhuận chưa phân phối/(lỗ lũy kế),Lợi nhuận chưa phân phối/(lỗ lũy kế),114.010,(948.570),(834.560),114010.0,-948570.0,-834560.0
