row_label_raw,row_label_full,Ban Kiểm soát > Ban Tổng Giám đốc,Ông Trần Lê Quyết > Ông Trịnh Bảo Quốc > Ông Đặng Hữu Tiến > Bà Phạm Thị Mai Phương > Ông Trần Ngọc Dũng > Ông Đặng Hữu Tiến > Ông Nguyễn Hồng Long > Ông Trần Lê Quyết > Bà Nguyễn Thị Phụng > Ông Trần Tấn Lộc > Ông Phạm Hữu Phú > Ông Trần Tấn Lộc,Trường Ban(từ ngày 15 tháng 12 năm 2015) > Thành viên(từ ngày 15 tháng 12 năm 2015) > Trường Ban(đến ngày 15 tháng 12 năm 2015) > Phó Trường Ban(đến ngày 15 tháng 12 năm 2015) > Thành viên(đến ngày 15 tháng 12 năm 2015) > Quyền Tổng Giám đốc(từ ngày 10 tháng 12 năm 2015) > Tổng Giám đốc(đến ngày 9 tháng 12 năm 2015) > Phó Tổng Giám đốc Thường trực(đến ngày 9 tháng 12 năm 2015),numeric__Ông Trần Lê Quyết > Ông Trịnh Bảo Quốc > Ông Đặng Hữu Tiến > Bà Phạm Thị Mai Phương > Ông Trần Ngọc Dũng > Ông Đặng Hữu Tiến > Ông Nguyễn Hồng Long > Ông Trần Lê Quyết > Bà Nguyễn Thị Phụng > Ông Trần Tấn Lộc > Ông Phạm Hữu Phú > Ông Trần Tấn Lộc,numeric__Trường Ban(từ ngày 15 tháng 12 năm 2015) > Thành viên(từ ngày 15 tháng 12 năm 2015) > Trường Ban(đến ngày 15 tháng 12 năm 2015) > Phó Trường Ban(đến ngày 15 tháng 12 năm 2015) > Thành viên(đến ngày 15 tháng 12 năm 2015) > Quyền Tổng Giám đốc(từ ngày 10 tháng 12 năm 2015) > Tổng Giám đốc(đến ngày 9 tháng 12 năm 2015) > Phó Tổng Giám đốc Thường trực(đến ngày 9 tháng 12 năm 2015)
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Nguyễn Quốc HươngÔng Đào Hồng ChâuBà Đình Thị Thu ThảoBà Văn Thái Bảo NhiÔng Lê Anh TúBà Bùi Đỗ Bích VânÔng Nguyễn Hồ Hoàng Vũ,Phó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcKiểmGiám đốc Tài chính,,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Lê Hải LâmÔng Nguyễn Quang TriếtÔng Cao Xuân Lãnh,Phó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốc(đến ngày 20 tháng 1 năm 2016),,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Nguyễn Văn HảoÔng Masashi Mochizuki,Phó Tổng Giám đốcPhó Tổng Giám đốc(từ ngày 27 tháng 5 năm 2015),,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Bùi Văn Đạo,Phó Tổng Giám đốc(từ ngày 19 tháng 10 năm 2015),,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Nguyễn Thúc Vinh,Phó Tổng Giám đốc(đến ngày 23 tháng 11 năm 2015),,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Mitsuaki Shiogo,Phó Tổng Giám đốc(đến ngày 10 tháng 2 năm 2015),,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Kenji Kuroki,Phó Tổng Giám đốc(đến ngày 25 tháng 5 năm 2015),,
