row_label_raw,row_label_full,col_0,2015Triệu VND,2014Triệu VNDĐã điều chỉnh lại,numeric__2015Triệu VND,numeric__2014Triệu VNDĐã điều chỉnh lại
Lợi nhuận kế toán trước thuếCác khoản mục điều chỉnh:Thu nhập không chịu thuế (cổ tức)Lãi được chia từ công ty liên kết áp dụng phương pháp vốn chủ sở hữuChi phí dự phòng của công ty liên kết cho mục đích hợp nhất báo cáo tài chínhLỗ do thanh lý công ty liên kếtChi phí không được khấu trừ thuế,Lợi nhuận kế toán trước thuếCác khoản mục điều chỉnh:Thu nhập không chịu thuế (cổ tức)Lãi được chia từ công ty liên kết áp dụng phương pháp vốn chủ sở hữuChi phí dự phòng của công ty liên kết cho mục đích hợp nhất báo cáo tài chínhLỗ do thanh lý công ty liên kếtChi phí không được khấu trừ thuế,Lợi nhuận kế toán trước thuếCác khoản mục điều chỉnh:Thu nhập không chịu thuế (cổ tức)Lãi được chia từ công ty liên kết áp dụng phương pháp vốn chủ sở hữuChi phí dự phòng của công ty liên kết cho mục đích hợp nhất báo cáo tài chínhLỗ do thanh lý công ty liên kếtChi phí không được khấu trừ thuế,60.822(1.932)(2.175)11.159-22.598,353.624(1.937)(11.427)8.3553.71629.361,,
Thu nhập chịu thuế,Lợi nhuận kế toán trước thuếCác khoản mục điều chỉnh:Thu nhập không chịu thuế (cổ tức)Lãi được chia từ công ty liên kết áp dụng phương pháp vốn chủ sở hữuChi phí dự phòng của công ty liên kết cho mục đích hợp nhất báo cáo tài chínhLỗ do thanh lý công ty liên kếtChi phí không được khấu trừ thuế > Thu nhập chịu thuế,Thu nhập chịu thuế,90.472,381.692,90472.0,381692.0
Chi phí thuế thu nhập doanh nghiệp trong nămDự phòng thiếu trong những năm trướcĐiều chỉnh thuế (*),Chi phí thuế thu nhập doanh nghiệp trong nămDự phòng thiếu trong những năm trướcĐiều chỉnh thuế (*),Chi phí thuế thu nhập doanh nghiệp trong nămDự phòng thiếu trong những năm trướcĐiều chỉnh thuế (*),20.645183-,83.725194(71.207),,
Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp trong nămDự phòng thiếu trong những năm trướcĐiều chỉnh thuế (*) > Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,20.828,12.712,20828.0,12712.0
