row_label_raw,row_label_full,col_0,2015Triệu VND,2014Triệu VNDĐã phân loại lại,numeric__2015Triệu VND,numeric__2014Triệu VNDĐã phân loại lại
1. Chi phí cho nhân viên:,1. Chi phí cho nhân viên:,1. Chi phí cho nhân viên:,1.148.906,949.687,1148906.0,949687.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi lương và phụ cấp,Trong đó: > ▪ Chi lương và phụ cấp,▪ Chi lương và phụ cấp,1.002.325,794.987,1002325.0,794987.0
▪ Các khoản chi đóng góp theo lương,Trong đó: > ▪ Các khoản chi đóng góp theo lương,▪ Các khoản chi đóng góp theo lương,73.544,63.559,73544.0,63559.0
▪ Chi ăn ca,Trong đó: > ▪ Chi ăn ca,▪ Chi ăn ca,62.881,61.281,62881.0,61281.0
▪ Chi y tế,Trong đó: > ▪ Chi y tế,▪ Chi y tế,5.316,4.464,5316.0,4464.0
▪ Chi trợ cấp,Trong đó: > ▪ Chi trợ cấp,▪ Chi trợ cấp,4.415,5.039,4415.0,5039.0
▪ Chi trang phục và phương tiện bảo hộ lao động,Trong đó: > ▪ Chi trang phục và phương tiện bảo hộ lao động,▪ Chi trang phục và phương tiện bảo hộ lao động,425,20.357,425.0,20357.0
2. Chi về tài sản,Trong đó: > 2. Chi về tài sản,2. Chi về tài sản,499.114,488.149,499114.0,488149.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi phí thuê tài sản,Trong đó: > ▪ Chi phí thuê tài sản,▪ Chi phí thuê tài sản,200.207,199.576,200207.0,199576.0
▪ Chi phí khấu hao tài sản cố định,Trong đó: > ▪ Chi phí khấu hao tài sản cố định,▪ Chi phí khấu hao tài sản cố định,177.270,181.144,177270.0,181144.0
▪ Bảo dưỡng và sửa chữa tài sản,Trong đó: > ▪ Bảo dưỡng và sửa chữa tài sản,▪ Bảo dưỡng và sửa chữa tài sản,77.361,71.025,77361.0,71025.0
▪ Mua sắm công cụ lao động,Trong đó: > ▪ Mua sắm công cụ lao động,▪ Mua sắm công cụ lao động,41.802,34.035,41802.0,34035.0
▪ Chi bảo hiểm tài sản,Trong đó: > ▪ Chi bảo hiểm tài sản,▪ Chi bảo hiểm tài sản,2.474,2.369,2474.0,2369.0
"3. Chi xuất bản tài liệu, quảng cáo","Trong đó: > 3. Chi xuất bản tài liệu, quảng cáo","3. Chi xuất bản tài liệu, quảng cáo",96.354,174.331,96354.0,174331.0
4. Chi nộp phí bảo hiểm tiền gửi của khách hàng,Trong đó: > 4. Chi nộp phí bảo hiểm tiền gửi của khách hàng,4. Chi nộp phí bảo hiểm tiền gửi của khách hàng,82.193,64.852,82193.0,64852.0
"5. Chi hội nghị, lễ tân, khách tiết","Trong đó: > 5. Chi hội nghị, lễ tân, khách tiết","5. Chi hội nghị, lễ tân, khách tiết",71.147,76.232,71147.0,76232.0
"6. Chi điện nước, vệ sinh cơ quan","Trong đó: > 6. Chi điện nước, vệ sinh cơ quan","6. Chi điện nước, vệ sinh cơ quan",47.020,41.717,47020.0,41717.0
7. Chi dự phòng rủi ro khác,Trong đó: > 7. Chi dự phòng rủi ro khác,7. Chi dự phòng rủi ro khác,45.500,48.000,45500.0,48000.0
"8. Chi vật liệu, giấy tờ in","Trong đó: > 8. Chi vật liệu, giấy tờ in","8. Chi vật liệu, giấy tờ in",40.367,36.951,40367.0,36951.0
9. Công tác phí,Trong đó: > 9. Công tác phí,9. Công tác phí,23.579,21.249,23579.0,21249.0
10. Chi bưu phí và điện thoại,Trong đó: > 10. Chi bưu phí và điện thoại,10. Chi bưu phí và điện thoại,10.948,14.233,10948.0,14233.0
11. Chi phí thuê chuyên gia,Trong đó: > 11. Chi phí thuê chuyên gia,11. Chi phí thuê chuyên gia,15.017,9.254,15017.0,9254.0
"12. Chi nộp thuế và các khoản phí, lệ phí","Trong đó: > 12. Chi nộp thuế và các khoản phí, lệ phí","12. Chi nộp thuế và các khoản phí, lệ phí",7.882,6.651,7882.0,6651.0
13. Chi phí mua tài liệu sách báo,Trong đó: > 13. Chi phí mua tài liệu sách báo,13. Chi phí mua tài liệu sách báo,7.515,5.433,7515.0,5433.0
"14. Chi đào tảo, huấn luyện","Trong đó: > 14. Chi đào tảo, huấn luyện","14. Chi đào tảo, huấn luyện",3.995,2.495,3995.0,2495.0
"15. Chi phí cho việc thanh tra, kiểm tra","Trong đó: > 15. Chi phí cho việc thanh tra, kiểm tra","15. Chi phí cho việc thanh tra, kiểm tra",2.248,2.698,2248.0,2698.0
16. Các khoản chi phí khác,Trong đó: > 16. Các khoản chi phí khác,16. Các khoản chi phí khác,202.769,106.749,202769.0,106749.0
,,,2.304.554,2.048.681,2304554.0,2048681.0
