row_label_raw,row_label_full,col_0,col_1,MS,TM,31/12/2017VND,01/01/2017VND,numeric__col_1,numeric__MS,numeric__TM,numeric__31/12/2017VND,numeric__01/01/2017VND
A - TÀI SẢN NGẢN HẠN,A - TÀI SẢN NGẢN HẠN,A - TÀI SẢN NGẢN HẠN,A - TÀI SẢN NGẢN HẠN,100,,1.493.163.177.065,1.550.350.408.454,,100.0,,1493163177065.0,1550350408454.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,5.1,220.899.970.294,295.369.686.097,,110.0,51.0,220899970294.0,295369686097.0
1.,1.,1.,Tiền,111,,56.593.720.294,22.486.667.132,,111.0,,56593720294.0,22486667132.0
2.,2.,2.,Các khoản tương đương tiền,112,,164.306.250.000,272.883.018.965,,112.0,,164306250000.0,272883018965.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5.2,246.331.476.176,134.298.370.409,,120.0,52.0,246331476176.0,134298370409.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,123,,246.331.476.176,134.298.370.409,,123.0,,246331476176.0,134298370409.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,995.160.061.336,1.087.741.243.333,,130.0,,995160061336.0,1087741243333.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5.3,534.061.663.505,370.514.575.240,,131.0,53.0,534061663505.0,370514575240.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,5.4,72.080.748.909,137.951.003.230,,132.0,54.0,72080748909.0,137951003230.0
5.,5.,5.,Phải thu về cho vay ngắn hạn,135,,122.012.232.203,155.295.729.915,,135.0,,122012232203.0,155295729915.0
6.,6.,6.,Phải thu ngắn hạn khác,136,5.5,267.230.166.719,424.600.795.647,,136.0,55.0,267230166719.0,424600795647.0
7.,7.,7.,Dự phòng phải thu ngắn hạn khó đòi,137,5.6,(224.750.000),(620.860.699),,137.0,56.0,-224750000.0,-620860699.0
IV.,IV.,IV.,Hàng tồn kho,140,,20.202.891.034,32.063.514.604,,140.0,,20202891034.0,32063514604.0
1.,1.,1.,Hàng tồn kho,141,5.7,20.202.891.034,32.063.514.604,,141.0,57.0,20202891034.0,32063514604.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,10.568.778.225,877.594.011,,150.0,,10568778225.0,877594011.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,5.11,347.895.952,195.738.698,,151.0,511.0,347895952.0,195738698.0
2.,2.,2.,Thuế GTGT được khấu trừ,152,,10.123.918.473,584.921.513,,152.0,,10123918473.0,584921513.0
3.,3.,3.,Thuế và các khoản khác phải thu NN,153,5.13,96.963.800,96.933.800,,153.0,513.0,96963800.0,96933800.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,4.670.833.458.344,4.438.155.977.958,,200.0,,4670833458344.0,4438155977958.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,571.666.118.859,758.504.802.786,,210.0,,571666118859.0,758504802786.0
6.,6.,6.,Phải thu dài hạn khác,216,5.5,571.666.118.859,758.504.802.786,,216.0,55.0,571666118859.0,758504802786.0
II.,II.,II.,Tài sản cố định,220,,17.979.003.952,28.377.795.646,,220.0,,17979003952.0,28377795646.0
1.,1.,1.,Tài sản cố định hữu hình,221,5.8,16.624.704.657,28.128.587.762,,221.0,58.0,16624704657.0,28128587762.0
,,,- Nguyên giá,222,,39.544.414.153,50.033.906.610,,222.0,,39544414153.0,50033906610.0
,,,- Giá trị hao mòn lũy kế,223,,(22.919.709.496),(21.905.318.848),,223.0,,-22919709496.0,-21905318848.0
3.,3.,3.,Tài sản cố định vô hình,227,5.9,1.354.299.295,249.207.884,,227.0,59.0,1354299295.0,249207884.0
,,,- Nguyên giá,228,,2.327.027.888,842.627.888,,228.0,,2327027888.0,842627888.0
,,,- Giá trị hao mòn lũy kế,229,,(972.728.593),(593.420.004),,229.0,,-972728593.0,-593420004.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,5.10,2.023.299.065.243,1.814.248.260.646,,240.0,510.0,2023299065243.0,1814248260646.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,,2.023.299.065.243,1.814.248.260.646,,242.0,,2023299065243.0,1814248260646.0
V.,V.,V.,Các khoản đầu tư tài chính dài hạn,250,5.2,2.055.302.551.045,1.833.764.570.230,,250.0,52.0,2055302551045.0,1833764570230.0
1.,1.,1.,Đầu tư vào công ty con,251,,1.744.587.335.343,1.523.831.354.528,,251.0,,1744587335343.0,1523831354528.0
2.,2.,2.,"Đầu tư vào công ty liên kết, liên doanh",252,,302.459.049.400,301.677.049.400,,252.0,,302459049400.0,301677049400.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,6.130.000.000,6.130.000.000,,253.0,,6130000000.0,6130000000.0
4.,4.,4.,Dự phòng giảm giá đầu tư TC dài hạn,254,,(2.873.833.698),(2.873.833.698),,254.0,,-2873833698.0,-2873833698.0
5.,5.,5.,Đầu tư nằm giữ đến ngày đáo hạn,255,,5.000.000.000,5.000.000.000,,255.0,,5000000000.0,5000000000.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,2.586.719.245,3.260.548.650,,260.0,,2586719245.0,3260548650.0
1.,1.,1.,Chi phí trả trước dài hạn,261,5.11,2.586.719.245,3.260.548.650,,261.0,511.0,2586719245.0,3260548650.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,6.163.996.635.409,5.988.506.386.412,,270.0,,6163996635409.0,5988506386412.0
