row_label_raw,row_label_full,col_0,31/12/2017 > Giá gốc,31/12/2017 > Giá trị hợp lý,31/12/2017 > Dự phòng,01/01/2017 > Giá gốc,01/01/2017 > Giá trị hợp lý,01/01/2017 > Dự phòng,numeric__31/12/2017 > Giá gốc,numeric__31/12/2017 > Giá trị hợp lý,numeric__31/12/2017 > Dự phòng,numeric__01/01/2017 > Giá gốc,numeric__01/01/2017 > Giá trị hợp lý,numeric__01/01/2017 > Dự phòng
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,1.744.587.335.343,(*),-,1.523.831.354.528,(*),-,1744587335343.0,,,1523831354528.0,,
Công ty TNHH MTV Tasco 6,Công ty TNHH MTV Tasco 6,Công ty TNHH MTV Tasco 6,65.180.000.000,,-,65.180.000.000,,-,65180000000.0,,,65180000000.0,,
Công ty CP Tasco Nam Thái,Công ty CP Tasco Nam Thái,Công ty CP Tasco Nam Thái,299.900.000.000,,-,293.225.151.484,,-,299900000000.0,,,293225151484.0,,
Công ty TNHH MTV Tasco Quảng Bình,Công ty TNHH MTV Tasco Quảng Bình,Công ty TNHH MTV Tasco Quảng Bình,328.130.000.000,,-,311.446.945.616,,-,328130000000.0,,,311446945616.0,,
Công ty TNHH MTV Tasco Nam Định,Công ty TNHH MTV Tasco Nam Định,Công ty TNHH MTV Tasco Nam Định,343.278.019.183,,-,343.278.019.183,,-,343278019183.0,,,343278019183.0,,
Công ty CP Tasco Thành Công,Công ty CP Tasco Thành Công,Công ty CP Tasco Thành Công,6.120.000.000,,-,6.120.000.000,,-,6120000000.0,,,6120000000.0,,
Công ty CP VETC,Công ty CP VETC,Công ty CP VETC,247.300.000.000,,-,142.800.709.567,,-,247300000000.0,,,142800709567.0,,
Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,Công ty TNHH MTV Tasco Hải Phòng,384.000.000.000,,-,356.519.528.678,,-,384000000000.0,,,356519528678.0,,
Công ty TNHH Đào tạo và Tư vấn Tasedu,Công ty TNHH Đào tạo và Tư vấn Tasedu,Công ty TNHH Đào tạo và Tư vấn Tasedu,361.000.000,,-,261.000.000,,-,361000000.0,,,261000000.0,,
Công ty TNHH THospital,Công ty TNHH THospital,Công ty TNHH THospital,32.500.000.000,,-,5.000.000.000,,-,32500000000.0,,,5000000000.0,,
Công ty TNHH Thu phí tự động VETC,Công ty TNHH Thu phí tự động VETC,Công ty TNHH Thu phí tự động VETC,50.000.000,,-,-,,-,50000000.0,,,,,
Công ty Cổ phần Bệnh việnMất Hà Nội -CS2,Công ty Cổ phần Bệnh việnMất Hà Nội -CS2,Công ty Cổ phần Bệnh việnMất Hà Nội -CS2,17.850.000.000,,-,-,,-,17850000000.0,,,,,
Công ty TNHH An Nhiên Foods,Công ty TNHH An Nhiên Foods,Công ty TNHH An Nhiên Foods,8.000.000.000,,-,-,,-,8000000000.0,,,,,
Công ty TNHH MTV Dịch vụ Tasco,Công ty TNHH MTV Dịch vụ Tasco,Công ty TNHH MTV Dịch vụ Tasco,1.918.316.160,,-,-,,-,1918316160.0,,,,,
Công ty Cổ phần Tasco Năng lượng,Công ty Cổ phần Tasco Năng lượng,Công ty Cổ phần Tasco Năng lượng,10.000.000.000,,-,-,,-,10000000000.0,,,,,
"Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết","Đầu tư vào Công ty liên doanh, liên kết",302.459.049.400,(*),(2.873.833.698),301.677.049.400,(*),(2.873.833.698),302459049400.0,,-2873833698.0,301677049400.0,,-2873833698.0
Tổng Công ty Thắng Long - CTCP,Tổng Công ty Thắng Long - CTCP,Tổng Công ty Thắng Long - CTCP,211.907.349.400,,-,211.907.349.400,,-,211907349400.0,,,211907349400.0,,
Công ty TNHH BOT Hùng Thắng-Phú Thọ,Công ty TNHH BOT Hùng Thắng-Phú Thọ,Công ty TNHH BOT Hùng Thắng-Phú Thọ,69.000.000.000,,-,69.000.000.000,,-,69000000000.0,,,69000000000.0,,
Công ty CP Bất động sản Thái An,Công ty CP Bất động sản Thái An,Công ty CP Bất động sản Thái An,17.751.700.000,,(2.336.336.527),16.969.700.000,,(2.336.336.527),17751700000.0,,-2336336527.0,16969700000.0,,-2336336527.0
Công ty CP Tasco Thắng Long,Công ty CP Tasco Thắng Long,Công ty CP Tasco Thắng Long,1.800.000.000,,-,1.800.000.000,,-,1800000000.0,,,1800000000.0,,
Công ty CP D - Tech,Công ty CP D - Tech,Công ty CP D - Tech,2.000.000.000,,(537.497.171),2.000.000.000,,(537.497.171),2000000000.0,,-537497171.0,2000000000.0,,-537497171.0
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,6.130.000.000,(*),-,6.130.000.000,(*),-,6130000000.0,,,6130000000.0,,
Tổng,Tổng,Tổng,2.053.176.384.743,,(2.873.833.698),1.831.638.403.928,,(2.873.833.698),2053176384743.0,,-2873833698.0,1831638403928.0,,-2873833698.0
