row_label_raw,row_label_full,col_0,Tính chất giao dịch,Năm 2017 VND,Năm 2016 VND,numeric__Tính chất giao dịch,numeric__Năm 2017 VND,numeric__Năm 2016 VND
Hội đồng Quản trị và Ban Giám đốc,Hội đồng Quản trị và Ban Giám đốc,Hội đồng Quản trị và Ban Giám đốc,Lương và thù lao,9.849.958.906,4.970.506.335,,9849958906.0,4970506335.0
Tổng,Tổng,Tổng,,9.849.958.906,4.970.506.335,,9849958906.0,4970506335.0
