row_label_raw,row_label_full,col_0,Quyền sử dụng đất,Phần mềm tin học,Tổng,numeric__Quyền sử dụng đất,numeric__Phần mềm tin học,numeric__Tổng
NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,NGUYÊN GIÁ,,,
Số dư tại 01/01/2017,NGUYÊN GIÁ > Số dư tại 01/01/2017,Số dư tại 01/01/2017,102.878.251,739.749.637,842.627.888,102878251.0,739749637.0,842627888.0
Tăng trong năm,NGUYÊN GIÁ > Tăng trong năm,Tăng trong năm,-,1.484.400.000,1.484.400.000,,1484400000.0,1484400000.0
Mua trong năm,NGUYÊN GIÁ > Mua trong năm,Mua trong năm,-,1.484.400.000,1.484.400.000,,1484400000.0,1484400000.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,,,
Số dư tại 31/12/2017,Giảm trong năm > Số dư tại 31/12/2017,Số dư tại 31/12/2017,102.878.251,2.224.149.637,2.327.027.888,102878251.0,2224149637.0,2327027888.0
GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,GIÁ TRỊ HAO MÒN LỦY KẾ,,,
Số dư tại 01/01/2017,GIÁ TRỊ HAO MÒN LỦY KẾ > Số dư tại 01/01/2017,Số dư tại 01/01/2017,42.960.000,550.460.004,593.420.004,42960000.0,550460004.0,593420004.0
Tăng trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Tăng trong năm,Tăng trong năm,4.286.592,375.021.997,379.308.589,4286592.0,375021997.0,379308589.0
Khấu hao trong năm,GIÁ TRỊ HAO MÒN LỦY KẾ > Khấu hao trong năm,Khấu hao trong năm,4.286.592,375.021.997,379.308.589,4286592.0,375021997.0,379308589.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,-,-,,,
Số dư tại 31/12/2017,Giảm trong năm > Số dư tại 31/12/2017,Số dư tại 31/12/2017,47.246.592,925.482.001,972.728.593,47246592.0,925482001.0,972728593.0
GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,GIÁ TRỊ CÒN LẠI,,,
Tại 01/01/2017,GIÁ TRỊ CÒN LẠI > Tại 01/01/2017,Tại 01/01/2017,59.918.251,189.289.633,249.207.884,59918251.0,189289633.0,249207884.0
Tại 31/12/2017,GIÁ TRỊ CÒN LẠI > Tại 31/12/2017,Tại 31/12/2017,55.631.659,1.298.667.636,1.354.299.295,55631659.0,1298667636.0,1354299295.0
