row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Các giao dịch,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các thành viên của Ban lãnh đạo,Các thành viên của Ban lãnh đạo,Các thành viên của Ban lãnh đạo,Cho vayNhận tiền gửi,164.431(241.365),67.936(291.898),,,
Ngân hàng và các công ty con,Ngân hàng và các công ty con,Ngân hàng và các công ty con,Chứng chỉ tiền gửiPhải thu khác,(1.960)1.273,(460)11.990,,,
Ngân hàng và các công ty con,Ngân hàng và các công ty con > Ngân hàng và các công ty con,Ngân hàng và các công ty con,Phải trả khác,(7.544),(2.815),,-7544.0,-2815.0
Các bên liên quan đến các thành viên của Ban lãnh đạo,Các bên liên quan đến các thành viên của Ban lãnh đạo,Các bên liên quan đến các thành viên của Ban lãnh đạo,Cho vayNhận tiền gửiChứng chỉ tiền gửi,4.020.196(271.632),101.619(203.017),,,
Ngân hàng và các công ty con,Ngân hàng và các công ty con,Ngân hàng và các công ty con,Phải thu khácPhải trả khác,(20.170)25.025,(20.210)1.051,,,
Ngân hàng và các công ty con,Ngân hàng và các công ty con > Ngân hàng và các công ty con,Ngân hàng và các công ty con,Phải thu khácPhải trả khác,(8.562),(5.534),,-8562.0,-5534.0
