row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,25,55.927.329,37.390.848,25.0,55927329.0,37390848.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,26,(33.854.996),(20.243.714),26.0,-33854996.0,-20243714.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,,22.072.333,17.147.134,,22072333.0,17147134.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,,6.136.710,8.329.935,,6136710.0,8329935.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,,(3.518.807),(3.135.855),,-3518807.0,-3135855.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,27,2.617.903,5.194.080,27.0,2617903.0,5194080.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,28,1.099.548,1.062.244,28.0,1099548.0,1062244.0
Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,Lãi/(lỗ) thuần từ mua bán chứng khoán đầu tư,29,33.817,(19.983),29.0,33817.0,-19983.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,445.447,2.874.203,,445447.0,2874203.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(118.874),(128.854),,-118874.0,-128854.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,30,326.573,2.745.349,30.0,326573.0,2745349.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",31,22.837,12.466,31.0,22837.0,12466.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,26.173.011,26.141.290,,26173011.0,26141290.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,,(6.869.829),(6.882.923),,-6869829.0,-6882923.0
Chi phí khấu hao,Chi phí khấu hao,Chi phí khấu hao,,(1.148.589),(665.889),,-1148589.0,-665889.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(4.871.488),(3.371.905),,-4871488.0,-3371905.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,32,(12.889.906),(10.920.717),32.0,-12889906.0,-10920717.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,13.283.105,15.220.573,,13283105.0,15220573.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,11,(3.688.105),(8.881.501),11.0,-3688105.0,-8881501.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,9.595.000,6.339.072,,9595000.0,6339072.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,22.1,(2.016.154),(1.168.567),221.0,-2016154.0,-1168567.0
Thu nhập/(chi phí) thuế thu nhập doanh nghiệp hoãn lại,Thu nhập/(chi phí) thuế thu nhập doanh nghiệp hoãn lại,Thu nhập/(chi phí) thuế thu nhập doanh nghiệp hoãn lại,22.2,139.770,(129.810),222.0,139770.0,-129810.0
Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,Tổng chi phí thuế thu nhập doanh nghiệp,,(1.876.384),(1.298.377),,-1876384.0,-1298377.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,7.718.616,5.040.695,,7718616.0,5040695.0
Lãi cơ bản trên cổ phiếu (đồng/cổ phiếu),Lãi cơ bản trên cổ phiếu (đồng/cổ phiếu),Lãi cơ bản trên cổ phiếu (đồng/cổ phiếu),24,4.094,2.380,24.0,4094.0,2380.0
