row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải thu nội bộ,Phải thu nội bộ,Phải thu nội bộ,1.703.160,2.171.458,1703160.0,2171458.0
Tạm ứng để hoạt động nghiệp vụ,Tạm ứng để hoạt động nghiệp vụ,Tạm ứng để hoạt động nghiệp vụ,1.693.592,2.164.853,1693592.0,2164853.0
Khác,Khác,Khác,9.568,6.605,9568.0,6605.0
Phải thu bên ngoài,Phải thu bên ngoài,Phải thu bên ngoài,39.372.643,29.890.103,39372643.0,29890103.0
Phải thu liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải thu liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải thu liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,32.149.701,20.194.449,32149701.0,20194449.0
Tài sản nhận cán trừ nợ (i),Tài sản nhận cán trừ nợ (i),Tài sản nhận cán trừ nợ (i),2.136.575,2.180.932,2136575.0,2180932.0
Phải thu thu tín dụng bởi hoàn,Phải thu thu tín dụng bởi hoàn,Phải thu thu tín dụng bởi hoàn,1.726.557,3.070.515,1726557.0,3070515.0
Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (ii),Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (ii),Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (ii),967.758,967.758,967758.0,967758.0
Phải thu Công ty Cổ phần Vàng bạc đá quý Phương Nam (iii),Phải thu Công ty Cổ phần Vàng bạc đá quý Phương Nam (iii),Phải thu Công ty Cổ phần Vàng bạc đá quý Phương Nam (iii),503.639,503.639,503639.0,503639.0
Ký quỹ cho giao dịch tương lai hàng hóa,Ký quỹ cho giao dịch tương lai hàng hóa,Ký quỹ cho giao dịch tương lai hàng hóa,270.251,321.756,270251.0,321756.0
Phải thu liên minh thẻ,Phải thu liên minh thẻ,Phải thu liên minh thẻ,236.350,799.584,236350.0,799584.0
Phải thu đặt cọc thuê văn phòng,Phải thu đặt cọc thuê văn phòng,Phải thu đặt cọc thuê văn phòng,234.095,230.442,234095.0,230442.0
Phải thu tử bán một phần tòa nhà FICO (iv),Phải thu tử bán một phần tòa nhà FICO (iv),Phải thu tử bán một phần tòa nhà FICO (iv),158.204,158.204,158204.0,158204.0
Phải thu liên quan đến hoạt động chỉ trả kiểu hối,Phải thu liên quan đến hoạt động chỉ trả kiểu hối,Phải thu liên quan đến hoạt động chỉ trả kiểu hối,88.399,89.196,88399.0,89196.0
Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,28.920,27.744,28920.0,27744.0
Tạm ứng thuế,Tạm ứng thuế,Tạm ứng thuế,1.908,350.116,1908.0,350116.0
Khác (v),Khác (v),Khác (v),870.286,995.768,870286.0,995768.0
,,,41.075.803,32.061.561,41075803.0,32061561.0
