row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,6.136.710,8.329.935,6136710.0,8329935.0
Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,1.826.531,3.019.954,1826531.0,3019954.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,1.046.009,1.202.201,1046009.0,1202201.0
Dịch vụ hoa hồng hợp tác bảo hiểm,Dịch vụ hoa hồng hợp tác bảo hiểm,Dịch vụ hoa hồng hợp tác bảo hiểm,796.010,1.764.948,796010.0,1764948.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,195.715,237.575,195715.0,237575.0
Dịch vụ chi trả kiểu hối,Dịch vụ chi trả kiểu hối,Dịch vụ chi trả kiểu hối,58.019,45.356,58019.0,45356.0
Dịch vụ thuê kho,Dịch vụ thuê kho,Dịch vụ thuê kho,-,82.554,,82554.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,2.214.426,1.977.347,2214426.0,1977347.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(3.518.807),(3.135.855),-3518807.0,-3135855.0
Dịch vụ thanh toán,Dịch vụ thanh toán,Dịch vụ thanh toán,(2.381.265),(2.061.099),-2381265.0,-2061099.0
"Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông","Cước phí bưu điện, mạng viễn thông",(495.461),(512.340),-495461.0,-512340.0
Hoa hồng môi giới,Hoa hồng môi giới,Hoa hồng môi giới,(148.764),(100.654),-148764.0,-100654.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,(42.497),(125.358),-42497.0,-125358.0
Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,Dịch vụ ngân quỹ,(32.836),(36.101),-32836.0,-36101.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,(417.984),(300.303),-417984.0,-300303.0
,,,2.617.903,5.194.080,2617903.0,5194080.0
