row_label_raw,row_label_full,col_0,Trong nướcTriệu đồng,Nước ngoàiTriệu đồng,Tổng cộngTriệu đồng,numeric__Trong nướcTriệu đồng,numeric__Nước ngoàiTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản tại ngày 31 tháng 12 năm 2023,Tài sản tại ngày 31 tháng 12 năm 2023,Tài sản tại ngày 31 tháng 12 năm 2023,Tài sản tại ngày 31 tháng 12 năm 2023,Tài sản tại ngày 31 tháng 12 năm 2023,Tài sản tại ngày 31 tháng 12 năm 2023,,,
Tiền gửi tại và cho vay các TCTD khác,Tài sản tại ngày 31 tháng 12 năm 2023 > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,44.326.349,6.006.622,50.332.971,44326349.0,6006622.0,50332971.0
Cho vay khách hàng - gộp,Tài sản tại ngày 31 tháng 12 năm 2023 > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,476.494.010,6.237.112,482.731.122,476494010.0,6237112.0,482731122.0
Chứng khoán đầu tư - gộp,Tài sản tại ngày 31 tháng 12 năm 2023 > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,89.240.070,11.443,89.251.513,89240070.0,11443.0,89251513.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản tại ngày 31 tháng 12 năm 2023 > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",97.014,-,97.014,97014.0,,97014.0
Công nợ tại ngày 31 tháng 12 năm 2023,Công nợ tại ngày 31 tháng 12 năm 2023,Công nợ tại ngày 31 tháng 12 năm 2023,Công nợ tại ngày 31 tháng 12 năm 2023,Công nợ tại ngày 31 tháng 12 năm 2023,Công nợ tại ngày 31 tháng 12 năm 2023,,,
Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,,,
Việt Nam,Các khoản nợ Chính phủ và NHNN > Việt Nam,Việt Nam,19.328,-,19.328,19328.0,,19328.0
Tiền gửi và vay các TCTD khác,Các khoản nợ Chính phủ và NHNN > Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,37.018.282,931.829,37.950.111,37018282.0,931829.0,37950111.0
Tiền gửi của khách hàng,Các khoản nợ Chính phủ và NHNN > Tiền gửi của khách hàng,Tiền gửi của khách hàng,503.329.739,7.414.655,510.744.394,503329739.0,7414655.0,510744394.0
Các công cụ tài chính phải sinh,Các khoản nợ Chính phủ và NHNN > Các công cụ tài chính phải sinh,Các công cụ tài chính phải sinh,60.881.285,-,60.881.285,60881285.0,,60881285.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Các khoản nợ Chính phủ và NHNN > Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTDchịu rủi ro",-,323.147,323.147,,323147.0,323147.0
Phát hành giấy tờ có giá,Các khoản nợ Chính phủ và NHNN > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,28.992.491,-,28.992.491,28992491.0,,28992491.0
Cam kết ngoại bảng tại ngày31 tháng 12 năm 2023 - gộp,Các khoản nợ Chính phủ và NHNN > Cam kết ngoại bảng tại ngày31 tháng 12 năm 2023 - gộp,Cam kết ngoại bảng tại ngày31 tháng 12 năm 2023 - gộp,140.495.033,793.808,141.288.841,140495033.0,793808.0,141288841.0
