row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải trả nội bộ,Phải trả nội bộ,Phải trả nội bộ,3.667.488,3.327.030,3667488.0,3327030.0
"Quỹ khen thưởng, phúc lợi (*)","Quỹ khen thưởng, phúc lợi (*)","Quỹ khen thưởng, phúc lợi (*)",2.097.411,1.553.182,2097411.0,1553182.0
Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,1.503.315,1.715.954,1503315.0,1715954.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,66.762,57.894,66762.0,57894.0
Phải trả bên ngoài,Phải trả bên ngoài,Phải trả bên ngoài,35.169.238,23.246.944,35169238.0,23246944.0
Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải trả liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,23.992.081,15.719.558,23992081.0,15719558.0
Thu chỉ hộ giữa các tổ chức tín dụng,Thu chỉ hộ giữa các tổ chức tín dụng,Thu chỉ hộ giữa các tổ chức tín dụng,6.468.028,2.923.166,6468028.0,2923166.0
Các khoản phải trả trong dịch vụ thanh toán thể,Các khoản phải trả trong dịch vụ thanh toán thể,Các khoản phải trả trong dịch vụ thanh toán thể,1.326.147,1.867.410,1326147.0,1867410.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,1.061.338,311.593,1061338.0,311593.0
Phải trả công ty kiểu hối nước ngoài,Phải trả công ty kiểu hối nước ngoài,Phải trả công ty kiểu hối nước ngoài,663.319,482.844,663319.0,482844.0
Lãi phải trả tiền gửi đến hạn thanh toán,Lãi phải trả tiền gửi đến hạn thanh toán,Lãi phải trả tiền gửi đến hạn thanh toán,425.933,357.747,425933.0,357747.0
Khoản đặt cọc mua tài sản,Khoản đặt cọc mua tài sản,Khoản đặt cọc mua tài sản,331.713,314.756,331713.0,314756.0
Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,262.831,722.233,262831.0,722233.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,135.312,139.705,135312.0,139705.0
Khác,Khác,Khác,502.536,407.932,502536.0,407932.0
,,,38.836.726,26.573.974,38836726.0,26573974.0
