row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc và đá quý","TÀI SẢN > Tiền mặt, vàng bạc và đá quý","Tiền mặt, vàng bạc và đá quý",5,7.545.270,7.849.898,5.0,7545270.0,7849898.0
Tiền gửi tại Ngân hàng Nhà nước,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6,12.848.045,12.286.117,6.0,12848045.0,12286117.0
"Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác","Tiền gửi tại và cho vay các tổ chức tín dụng (""TCTD"") khác",,50.332.971,25.293.585,,50332971.0,25293585.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,7.1,50.114.401,24.968.280,71.0,50114401.0,24968280.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,7.2,218.570,325.305,72.0,218570.0,325305.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,8,-,109.858,8.0,,109858.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,475.169.108,432.997.593,,475169108.0,432997593.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,9,482.731.122,438.627.777,9.0,482731122.0,438627777.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11.1,(7.562.014),(5.630.184),111.0,-7562014.0,-5630184.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,10,-,102.642,10.0,,102642.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,-,124.710,,,124710.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,-,(22.068),,,-22068.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,74.635.845,68.800.687,,74635845.0,68800687.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,12.1,22.562.535,27.896.339,121.0,22562535.0,27896339.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,12.2,66.688.978,55.551.832,122.0,66688978.0,55551832.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,12.3,(14.615.668),(14.647.484),123.0,-14615668.0,-14647484.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",13,82.642,88.812,13.0,82642.0,88812.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,97.014,97.014,,97014.0,97014.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(14.372),(8.202),,-14372.0,-8202.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,7.269.440,7.547.677,,7269440.0,7547677.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,14.1,4.282.772,4.489.795,141.0,4282772.0,4489795.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,8.340.278,7.857.573,,8340278.0,7857573.0
Khấu hao tài sản cố định,TÀI SẢN > Khấu hao tài sản cố định,Khấu hao tài sản cố định,,(4.057.506),(3.367.778),,-4057506.0,-3367778.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,14.2,2.986.668,3.057.882,142.0,2986668.0,3057882.0
Nguyên giá tài sản cố định,TÀI SẢN > Nguyên giá tài sản cố định,Nguyên giá tài sản cố định,,4.760.547,4.522.417,,4760547.0,4522417.0
Hao mòn tài sản cố định,TÀI SẢN > Hao mòn tài sản cố định,Hao mòn tài sản cố định,,(1.773.879),(1.464.535),,-1773879.0,-1464535.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,,46.506.339,36.830.826,,46506339.0,36830826.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,15.1,42.027.312,32.716.333,151.0,42027312.0,32716333.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",15.2,5.686.993,5.078.974,152.0,5686993.0,5078974.0
Tài sản thuế thu nhập doanh nghiệp hoãn lại,TÀI SẢN > Tài sản thuế thu nhập doanh nghiệp hoãn lại,Tài sản thuế thu nhập doanh nghiệp hoãn lại,22.2,397.824,242.847,222.0,397824.0,242847.0
Tài sản Có khác,TÀI SẢN > Tài sản Có khác,Tài sản Có khác,15.3,1.300.900,1.226.733,153.0,1300900.0,1226733.0
Dự phòng rủi ro cho các tài sản Có nội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản Có nội bằng khác,Dự phòng rủi ro cho các tài sản Có nội bằng khác,15.4,(2.906.690),(2.434.061),154.0,-2906690.0,-2434061.0
TỔNG TÀI SẢN,TÀI SẢN > TỔNG TÀI SẢN,TỔNG TÀI SẢN,,674.389.660,591.907.695,,674389660.0,591907695.0
