row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,445.447,2.874.203,445447.0,2874203.0
Thu tài trợ trong hoạt động thể,Thu tài trợ trong hoạt động thể,Thu tài trợ trong hoạt động thể,184.078,65.855,184078.0,65855.0
Thu phí hợp đồng tương lai,Thu phí hợp đồng tương lai,Thu phí hợp đồng tương lai,110.630,61.924,110630.0,61924.0
Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,79.680,364.589,79680.0,364589.0
Thu hồi khoản phải thu khó đòi,Thu hồi khoản phải thu khó đòi,Thu hồi khoản phải thu khó đòi,16.791,-,16791.0,
Thu thanh lý tài sản cố định,Thu thanh lý tài sản cố định,Thu thanh lý tài sản cố định,2.966,1.984.218,2966.0,1984218.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,51.302,397.617,51302.0,397617.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(118.874),(128.854),-118874.0,-128854.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(35.966),(19.130),-35966.0,-19130.0
Chi công tác xã hội,Chi công tác xã hội,Chi công tác xã hội,(23.489),(29.875),-23489.0,-29875.0
Chi phí khác,Chi phí khác,Chi phí khác,(59.419),(79.849),-59419.0,-79849.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,326.573,2.745.349,326573.0,2745349.0
