row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3thángTriệu đồng,Đến 3thángTriệu đồng,Đến 1thángTriệu đồng,Từ 1 đến 3thángTriệu đồng,Từ 3 đến 12thángTriệu đồng,Từ 1 đến 5nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc và đá quý","Tài sản > Tiền mặt, vàng bạc và đá quý","Tiền mặt, vàng bạc và đá quý",-,-,7.545.270,-,-,-,-,7.545.270,,,7545270.0,,,,,7545270.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,12.848.045,-,-,-,-,12.848.045,,,12848045.0,,,,,12848045.0
Tiền gửi tại và cho vay các TCTD khác,Tài sản > Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,49.427.687,765.342,139.942,-,-,50.332.971,,,49427687.0,765342.0,139942.0,,,50332971.0
Cho vay khách hàng - gộp,Tài sản > Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,10.984.066,3.505.472,25.912.178,92.582.338,172.015.193,70.553.195,107.178.680,482.731.122,10984066.0,3505472.0,25912178.0,92582338.0,172015193.0,70553195.0,107178680.0,482731122.0
Chứng khoán đầu tư - gộp,Tài sản > Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,-,-,18.148.403,556.074,5.439.578,33.608.845,31.498.613,89.251.513,,,18148403.0,556074.0,5439578.0,33608845.0,31498613.0,89251513.0
"Góp vốn, đầu tư dài hạn - gộp","Tài sản > Góp vốn, đầu tư dài hạn - gộp","Góp vốn, đầu tư dài hạn - gộp",-,-,-,-,-,-,97.014,97.014,,,,,,,97014.0,97014.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,6.215,9.532,107.272,1.340.437,5.805.984,7.269.440,,,6215.0,9532.0,107272.0,1340437.0,5805984.0,7269440.0
Tài sản Có khác - gộp,Tài sản > Tài sản Có khác - gộp,Tài sản Có khác - gộp,2.285.724,15.031,39.301.755,1.597.876,3.044.596,3.059.844,108.203,49.413.029,2285724.0,15031.0,39301755.0,1597876.0,3044596.0,3059844.0,108203.0,49413029.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,13.269.790,3.520.503,153.189.553,95.511.162,180.746.581,108.562.321,144.688.494,699.488.404,13269790.0,3520503.0,153189553.0,95511162.0,180746581.0,108562321.0,144688494.0,699488404.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,Các khoản nợ Chính phủ và NHNN,,,,,,,,
