row_label_raw,row_label_full,col_0,Thay đổi tỷ giá,Ảnh hưởng tăng/(giảm) lợi nhuận sau thuế hợp nhất,numeric__Thay đổi tỷ giá,numeric__Ảnh hưởng tăng/(giảm) lợi nhuận sau thuế hợp nhất
,,,Thay đổi tỷ giá,Triệu đồng,,
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,,
EUR,Tại ngày 31 tháng 12 năm 2023 > EUR,EUR,"+2,00%",533,0.02,533.0
EUR,Tại ngày 31 tháng 12 năm 2023 > EUR,EUR,"-2,00%",(533),-0.02,-533.0
USD,Tại ngày 31 tháng 12 năm 2023 > USD,USD,"+2,00%",78.539,0.02,78539.0
USD,Tại ngày 31 tháng 12 năm 2023 > USD,USD,"-2,00%",(78.539),-0.02,-78539.0
SJC,Tại ngày 31 tháng 12 năm 2023 > SJC,SJC,"+5,00%",2.730,0.05,2730.0
SJC,Tại ngày 31 tháng 12 năm 2023 > SJC,SJC,"-5,00%",(2.730),-0.05,-2730.0
