row_label_raw,row_label_full,Số đầu năm > Tăng trong năm,Năm nayTriệu đồng > 654.772 > 1.148.678,Năm trướcTriệu đồng > 487.281 > 927.961,numeric__Năm nayTriệu đồng > 654.772 > 1.148.678,numeric__Năm trướcTriệu đồng > 487.281 > 927.961
Chuyển sang tài sản có định hữu hình,Chuyển sang tài sản có định hữu hình,Chuyển sang tài sản có định hữu hình,(516.719),(519.773),-516719.0,-519773.0
Chuyển sang tài sản có định vô hình,Chuyển sang tài sản có định vô hình,Chuyển sang tài sản có định vô hình,(236.862),(184.437),-236862.0,-184437.0
Chuyển sang chi phí chờ phân bổ và chi phí hoạt động,Chuyển sang chi phí chờ phân bổ và chi phí hoạt động,Chuyển sang chi phí chờ phân bổ và chi phí hoạt động,(98.294),(56.231),-98294.0,-56231.0
Giảm khác,Giảm khác,Giảm khác,(66),(29),-66.0,-29.0
Số cuối năm,Số cuối năm,Số cuối năm,951.509,654.772,951509.0,654772.0
