row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,-,474.811,,,474811.0
Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,(37.078),(486.411),,-37078.0,-486411.0
Cổ tức trả cho cổ đông,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cho cổ đông,Cổ tức trả cho cổ đông,23.2,(25),(173),232.0,-25.0,-173.0
Tiền thuần sử dụng vào hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thuần sử dụng vào hoạt động tài chính,Tiền thuần sử dụng vào hoạt động tài chính,,(37.103),(11.773),,-37103.0,-11773.0
Tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thuần trong năm,Tiền thuần trong năm,,25.459.418,17.240.525,,25459418.0,17240525.0
Tiền và các khoản tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,33,45.104.295,28.070.625,33.0,45104295.0,28070625.0
Điều chính ảnh hưởng của thay đổi tỷ giá,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Điều chính ảnh hưởng của thay đổi tỷ giá,Điều chính ảnh hưởng của thay đổi tỷ giá,23.1,(55.997),(206.855),231.0,-55997.0,-206855.0
Tiền và các khoản tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,33,70.507.716,45.104.295,33.0,70507716.0,45104295.0
Người lập:,Người lập:,Người lập:,Người kiểm soát:,Nếu-printé Quỹt:THƯƠNG MAICÓPHẦNSAI CON THƯƠNG TÍN QUAN 3-TP.HO CHI MUNT,Nếu-printé Quỹt:THƯƠNG MAICÓPHẦNSAI CON THƯƠNG TÍN QUAN 3-TP.HO CHI MUNT,,,
Ông Lưu Văn Hòa Kế toán,Ông Lưu Văn Hòa Kế toán,Ông Lưu Văn Hòa Kế toán,Ông Huỳnh Thanh Giang Kế toán Trường,Bà Nguyễn Đức Thạch Diểm Tổng Giám đốc,Bà Nguyễn Đức Thạch Diểm Tổng Giám đốc,,,
