row_label_raw,row_label_full,- Công ty TNHH YCH - PROTRADE,4.945.139.918,4.945.139.918_1,numeric__4.945.139.918,numeric__4.945.139.918_1
- Công ty TNHH Sản xuất Bao bi ALCAMAX (VN),- Công ty TNHH Sản xuất Bao bi ALCAMAX (VN),- Công ty TNHH Sản xuất Bao bi ALCAMAX (VN),3.278.399.850,7.646.511.950,3278399850.0,7646511950.0
- Công ty TNHH Box - Pak (Việt Nam),- Công ty TNHH Box - Pak (Việt Nam),- Công ty TNHH Box - Pak (Việt Nam),5.071.235.400,15.151.719.825,5071235400.0,15151719825.0
- Công ty Cổ phần Thái Bình Dương Xanh,- Công ty Cổ phần Thái Bình Dương Xanh,- Công ty Cổ phần Thái Bình Dương Xanh,5.222.725.640,2.153.645.010,5222725640.0,2153645010.0
- Công ty TNHH Đầu tư Xây dựng Tân Phú,- Công ty TNHH Đầu tư Xây dựng Tân Phú,- Công ty TNHH Đầu tư Xây dựng Tân Phú,-,133.158.864.505,,133158864505.0
- Công ty CP Đầu tư & Phát triển Tân Thành,- Công ty CP Đầu tư & Phát triển Tân Thành,- Công ty CP Đầu tư & Phát triển Tân Thành,-,26.163.823.840,,26163823840.0
- Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,57.716.290.463,50.468.500.415,57716290463.0,50468500415.0
,,,76.233.791.271,239.688.205.463,76233791271.0,239688205463.0
b) Phân loại theo kỳ hạn thanh toán,b) Phân loại theo kỳ hạn thanh toán,b) Phân loại theo kỳ hạn thanh toán,b) Phân loại theo kỳ hạn thanh toán,b) Phân loại theo kỳ hạn thanh toán,,
- Các khoản phải thu khách hàng ngắn hạn,b) Phân loại theo kỳ hạn thanh toán > - Các khoản phải thu khách hàng ngắn hạn,- Các khoản phải thu khách hàng ngắn hạn,76.233.791.271,80.365.517.118,76233791271.0,80365517118.0
- Các khoản phải thu khách hàng dài hạn,b) Phân loại theo kỳ hạn thanh toán > - Các khoản phải thu khách hàng dài hạn,- Các khoản phải thu khách hàng dài hạn,-,159.322.688.345,,159322688345.0
,,,76.233.791.271,239.688.205.463,76233791271.0,239688205463.0
