row_label_raw,row_label_full,Nội dung,Mã số,Năm 2016 > Công bố lại,Năm 2016 > Đã công bố trước đây,Ănh hưởng,numeric__Mã số,numeric__Năm 2016 > Công bố lại,numeric__Năm 2016 > Đã công bố trước đây,numeric__Ănh hưởng
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,529.669.531.306,545.276.900.319,(15.607.369.013),1.0,529669531306.0,545276900319.0,-15607369013.0
"Lãi, lỗ từ hoạt động đầu tư","Lãi, lỗ từ hoạt động đầu tư","Lãi, lỗ từ hoạt động đầu tư",05,(53.118.037.771),(332.867.897.597),279.749.859.826,5.0,-53118037771.0,-332867897597.0,279749859826.0
Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,07,44.474.236.435,-,44.474.236.435,7.0,44474236435.0,,44474236435.0
Lợi nhuận được chia từ Công ty liên kết,Lợi nhuận được chia từ Công ty liên kết,Lợi nhuận được chia từ Công ty liên kết,09,(279.749.859.826),-,(279.749.859.826),9.0,-279749859826.0,,-279749859826.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,10,354.777.666.119,325.910.798.697,28.866.867.422,10.0,354777666119.0,325910798697.0,28866867422.0
"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)","Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",13,407.418.902.382,436.295.094.255,(28.876.191.873),13.0,407418902382.0,436295094255.0,-28876191873.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(638.052.226.826),(638.042.902.375),(9.324.451),20.0,-638052226826.0,-638042902375.0,-9324451.0
Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,50,223.774.764.002,(50.260.689.178),274.035.453.180,50.0,223774764002.0,-50260689178.0,274035453180.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,9.324.451,-,9.324.451,61.0,9324451.0,,9324451.0
