row_label_raw,row_label_full,col_0,Năm 2017,Năm 2016,numeric__Năm 2017,numeric__Năm 2016
,,,VND,VND,,
"Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu","Chi phí nguyên liệu, vật liệu",1.893.272.342,3.269.524.199,1893272342.0,3269524199.0
Chi phí nhân công,Chi phí nhân công,Chi phí nhân công,52.474.294.414,62.501.626.165,52474294414.0,62501626165.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,7.600.964.698,7.963.421.006,7600964698.0,7963421006.0
"Thuế, phí, lệ phí","Thuế, phí, lệ phí","Thuế, phí, lệ phí",66.512.075,805.992.998,66512075.0,805992998.0
Phí trích nộp quỹ chống tác hại thuốc lá,Phí trích nộp quỹ chống tác hại thuốc lá,Phí trích nộp quỹ chống tác hại thuốc lá,-,1.608.131.408,,1608131408.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,44.417.524.542,34.406.868.442,44417524542.0,34406868442.0
Chi phí khác bằng tiền,Chi phí khác bằng tiền,Chi phí khác bằng tiền,11.216.539.274,23.142.899.167,11216539274.0,23142899167.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(19.478.000),(31.528.316.354),-19478000.0,-31528316354.0
Lợi thể thương mại phân bổ,Lợi thể thương mại phân bổ,Lợi thể thương mại phân bổ,33.827.237.919,44.474.236.435,33827237919.0,44474236435.0
,,,151.476.867.264,146.644.383.466,151476867264.0,146644383466.0
