row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017 > VND,Năm 2016 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017 > VND,numeric__Năm 2016 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,24,1.051.733.873.503,2.198.075.083.096,,24.0,1051733873503.0,2198075083096.0
02,02,02,2. Các khoản giảm trừ doanh thu,25,1.966.180.233,1.875.591.907,,25.0,1966180233.0,1875591907.0
10,10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,1.049.767.693.270,2.196.199.491.189,,,1049767693270.0,2196199491189.0
11,11,11,4. Giá vốn hàng bán,26,905.085.270.966,1.737.171.225.632,,26.0,905085270966.0,1737171225632.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,144.682.422.304,459.028.265.557,,,144682422304.0,459028265557.0
21,21,21,6. Doanh thu hoạt động tài chính,27,119.575.081.810,109.049.848.158,,27.0,119575081810.0,109049848158.0
22,22,22,7. Chi phí tài chính,28,157.275.938.813,117.393.846.119,,28.0,157275938813.0,117393846119.0
23,23,23,Trong đó: Chi phí lãi vay,,112.767.945.179,104.291.318.361,,,112767945179.0,104291318361.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,265.900.613.428,279.749.859.826,,,265900613428.0,279749859826.0
25,25,25,9. Chi phí bán hàng,,35.923.305.561,56.959.724.035,,,35923305561.0,56959724035.0
26,26,26,10. Chi phí quản lý doanh nghiệp,29,151.476.867.264,146.644.383.466,,29.0,151476867264.0,146644383466.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,185.482.005.904,526.830.019.921,,,185482005904.0,526830019921.0
31,31,31,12. Thu nhập khác,30,63.518.945.189,21.611.428.049,,30.0,63518945189.0,21611428049.0
32,32,32,13. Chi phí khác,31,7.899.443.355,18.771.916.664,,31.0,7899443355.0,18771916664.0
40,40,40,14. Lợi nhuận khác,,55.619.501.834,2.839.511.385,,,55619501834.0,2839511385.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,241.101.507.738,529.669.531.306,,,241101507738.0,529669531306.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,32,17.765.828.317,68.427.578.026,,32.0,17765828317.0,68427578026.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,33,(14.138.853.960),61.944.977.066,,33.0,-14138853960.0,61944977066.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,237.474.533.381,399.296.976.214,,,237474533381.0,399296976214.0
61,61,61,19. Lợi nhuận sau thuế của cổ đông không kiểm soát,,3.732.072.989,4.027.430.408,,,3732072989.0,4027430408.0
62,62,62,20. Lợi nhuận sau thuế của Công ty mẹ,,233.742.460.392,395.269.545.806,,,233742460392.0,395269545806.0
