row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2017 VND,Năm 2016 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2017 VND,numeric__Năm 2016 VND
,,,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,1. Lợi nhuận trước thuế,,241.101.507.738,529.669.531.306,,,241101507738.0,529669531306.0
01,01,01,2. Điều chỉnh cho các khoản,,,,,,,
02,01 > 02,02,Khấu hao tài sản cố định và bất động sản đầu tư,,34.463.271.438,41.523.210.017,,,34463271438.0,41523210017.0
03,01 > 03,03,Các khoản dự phòng,,(1.253.778.961),(33.270.958.350),,,-1253778961.0,-33270958350.0
04,01 > 04,04,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,559.388.961,958.225.947,,,559388961.0,958225947.0
05,01 > 05,05,"Lãi, lỗ từ hoạt động đầu tư",,(62.056.278.236),(53.118.037.771),,,-62056278236.0,-53118037771.0
06,01 > 06,06,Chi phí lãi vay,,112.767.945.179,104.291.318.361,,,112767945179.0,104291318361.0
07,01 > 07,07,Phân bổ lợi thế thương mại,,33.827.237.919,44.474.236.435,,,33827237919.0,44474236435.0
08,01 > 08,08,Lãi từ chênh lệch đánh giá lại tài sản,,(56.156.990.325),-,,,-56156990325.0,
09,01 > 09,09,Lợi nhuận được chia từ Công ty liên kết,,(265.900.613.428),(279.749.859.826),,,-265900613428.0,-279749859826.0
10,01 > 10,10,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,37.351.690.285,354.777.666.119,,,37351690285.0,354777666119.0
11,01 > 11,11,"Tăng, giảm các khoản phải thu",,(9.884.386.311),26.332.207.534,,,-9884386311.0,26332207534.0
12,01 > 12,12,"Tăng, giảm hàng tồn kho",,56.317.053.322,(1.032.076.804.350),,,56317053322.0,-1032076804350.0
13,01 > 13,13,"Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,249.979.416.043,407.418.902.382,,,249979416043.0,407418902382.0
14,01 > 14,14,"Tăng, giảm chi phí trả trước",,(21.813.033.217),(40.934.082.698),,,-21813033217.0,-40934082698.0
15,01 > 15,15,"Tăng, giảm chứng khoán kinh doanh",,-,2.902.583.363,,,,2902583363.0
16,01 > 16,16,Tiền lãi vay đã trả,,(114.538.906.242),(111.290.115.175),,,-114538906242.0,-111290115175.0
17,01 > 17,17,Thuế thu nhập doanh nghiệp đã nộp,,(68.662.902.490),(126.109.669.684),,,-68662902490.0,-126109669684.0
18,01 > 18,18,Tiền thu khác từ hoạt động kinh doanh,,-,83.986.847.340,,,,83986847340.0
19,01 > 19,19,Tiền chi khác cho hoạt động kinh doanh,,(11.440.655.154),(203.059.761.657),,,-11440655154.0,-203059761657.0
20,01 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,117.308.276.236,(638.052.226.826),,,117308276236.0,-638052226826.0
,,,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,01 > 21,21,"1. Tiền chỉ đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(40.395.397.906),(53.926.673.057),,,-40395397906.0,-53926673057.0
22,01 > 22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,139.424.772.800,8.458.606.792,,,139424772800.0,8458606792.0
23,01 > 23,23,"3. Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",,(28.909.999.999),(118.921.316.657),,,-28909999999.0,-118921316657.0
24,01 > 24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,669.355.221.169,247.657.995.737,,,669355221169.0,247657995737.0
25,01 > 25,25,5. Tiền chỉ đầu tư góp vốn vào đơn vị khác,,(314.399.871.110),(151.905.661.869),,,-314399871110.0,-151905661869.0
26,01 > 26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,1.500.000.000,158.427.900.732,,,1500000000.0,158427900732.0
27,01 > 27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,397.850.992.240,274.216.597.517,,,397850992240.0,274216597517.0
28,01 > 28,28,Lưu chuyển tiền thuần từ hoạt động đầu tư,,824.425.717.194,364.007.449.195,,,824425717194.0,364007449195.0
