row_label_raw,row_label_full,31/12/2017 > Giá gốc,31/12/2017 > Giá trị ghi số,01/01/2017 > Giá gốc,01/01/2017 > Giá trị ghi số,numeric__31/12/2017 > Giá trị ghi số,numeric__01/01/2017 > Giá gốc,numeric__01/01/2017 > Giá trị ghi số
VND,VND,VND,VND,VND,VND,,,
505.000.000,VND > 505.000.000,505.000.000,-,505.000.000,-,,505000000.0,
505.000.000,VND > 505.000.000,505.000.000,-,505.000.000,-,,505000000.0,
1.178.336.577.457,VND > 1.178.336.577.457,1.178.336.577.457,-,1.105.890.199.320,-,,1105890199320.0,
