row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,,,,
Tiền và các khoản tương đương tiền,Tại ngày 31/12/2017 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,491.647.733.371,-,-,491.647.733.371,491647733371.0,,,491647733371.0
"Phải thu khách hàng, phải thu khác","Tại ngày 31/12/2017 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",449.528.277.131,313.937.507.948,-,763.465.785.079,449528277131.0,313937507948.0,,763465785079.0
Các khoản cho vay,Tại ngày 31/12/2017 > Các khoản cho vay,Các khoản cho vay,115.722.314.126,-,-,115.722.314.126,115722314126.0,,,115722314126.0
Đầu tư dài hạn,Tại ngày 31/12/2017 > Đầu tư dài hạn,Đầu tư dài hạn,-,-,505.000.000,505.000.000,,,505000000.0,505000000.0
,,,1.056.898.324.628,313.937.507.948,505.000.000,1.371.340.832.576,1056898324628.0,313937507948.0,505000000.0,1371340832576.0
Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,Tại ngày 01/01/2017,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/01/2017 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,214.138.917.185,-,-,214.138.917.185,214138917185.0,,,214138917185.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/01/2017 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",527.482.488.076,314.554.086.893,-,842.036.574.969,527482488076.0,314554086893.0,,842036574969.0
Các khoản cho vay,Tại ngày 01/01/2017 > Các khoản cho vay,Các khoản cho vay,760.167.535.296,-,-,760.167.535.296,760167535296.0,,,760167535296.0
Đầu tư dài hạn,Tại ngày 01/01/2017 > Đầu tư dài hạn,Đầu tư dài hạn,-,-,505.000.000,505.000.000,,,505000000.0,505000000.0
,,,1.501.788.940.557,314.554.086.893,505.000.000,1.816.848.027.450,1501788940557.0,314554086893.0,505000000.0,1816848027450.0
