row_label_raw,row_label_full,Nội dung,Nội dung_1,Năm 2016 > Công bố lại,Năm 2016 > Đã công bố trước đây,Ảnh hưởng,numeric__Nội dung_1,numeric__Năm 2016 > Công bố lại,numeric__Năm 2016 > Đã công bố trước đây,numeric__Ảnh hưởng
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,iii,2.198.075.083.096,2.201.840.143.125,(3.765.060.029),,2198075083096.0,2201840143125.0,-3765060029.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,i,1.737.171.225.632,1.738.536.933.844,(1.365.708.212),,1737171225632.0,1738536933844.0,-1365708212.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,v,109.049.848.158,330.631.184.658,(221.581.336.500),,109049848158.0,330631184658.0,-221581336500.0
"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",v,279.749.859.826,58.168.523.326,221.581.336.500,,279749859826.0,58168523326.0,221581336500.0
Chi phí khác,Chi phí khác,Chi phí khác,i,18.771.916.664,5.563.899.468,13.208.017.196,,18771916664.0,5563899468.0,13208017196.0
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,,529.669.531.306,545.276.900.319,(15.607.369.013),,529669531306.0,545276900319.0,-15607369013.0
Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,Chi phí thuế thu nhập doanh nghiệp hoãn lại,iv,61.944.977.066,57.682.091.658,4.262.885.408,,61944977066.0,57682091658.0,4262885408.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,i; ii; iii; iv,399.296.976.214,419.167.230.635,(19.870.254.421),,399296976214.0,419167230635.0,-19870254421.0
