row_label_raw,row_label_full,5,Công ty Cổ phần Hung Vượng,Tỉnh Bình Dương,"30,90%","30,90%_1","SXKD SP từ gỗ, KD Hạ tầng KCN",numeric__Công ty Cổ phần Hung Vượng,numeric__Tỉnh Bình Dương,"numeric__30,90%","numeric__30,90%_1","numeric__SXKD SP từ gỗ, KD Hạ tầng KCN"
6,6,6,Công ty TNHH YCH-PROTRADE,Tỉnh Bình Dương,"30,00%","30,00%",Kinh doanh dịch vụ Logistic,,,0.3,0.3,
7,7,7,Công ty CP Đầu tư & Phát triển Tân Thành,Tỉnh Bình Dương,"65,02%","30,00%","Bất động sản, kinh doanh sân golf",,,0.6502,0.3,
8,8,8,Công ty Cổ phần May mặc Bình Dương,Tỉnh Bình Dương,"48,89%","48,89%",Kinh doanh hàng may mặc,,,0.4889,0.4889,
