row_label_raw,row_label_full,col_0,col_1,31/12/2017,01/01/2017,numeric__col_1,numeric__31/12/2017,numeric__01/01/2017
,,,,VND,VND,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,
,,,- Công cụ dụng cụ chờ phân bổ,280.647.783,353.557.034,,280647783.0,353557034.0
,,,- Chi phí sửa chữa,150.429.532,4.771.367,,150429532.0,4771367.0
,,,- Phí bảo hiểm,248.707.062,529.251.622,,248707062.0,529251622.0
,,,- Phí hoa hồng môi giới,70.790.897.528,50.018.828.849,,70790897528.0,50018828849.0
,,,- Chi phí trả trước ngắn hạn khác,752.544.395,784.675.624,,752544395.0,784675624.0
,,,,72.223.226.300,51.691.084.496,,72223226300.0,51691084496.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,
,,,- Công cụ dụng cụ đang phân bổ,1.393.998.055,3.409.742.392,,1393998055.0,3409742392.0
,,,- Chi phí thuê đất,1.298.682.239,1.615.263.947,,1298682239.0,1615263947.0
,,,- Chi phí thể hội viên sân Golf Phú Mỹ,2.049.128.205,2.102.008.929,,2049128205.0,2102008929.0
,,,- Chi phí sửa chữa tài sản,1.510.818.787,-,,1510818787.0,
,,,- Chi phí quảng cáo,1.818.181.815,-,,1818181815.0,
,,,- Chi phí trả trước dài hạn khác,739.239.339,402.141.759,,739239339.0,402141759.0
,,,,8.810.048.440,7.529.157.027,,8810048440.0,7529157027.0
