row_label_raw,row_label_full,col_0,1/1/2023(Theo báo cáo trước đây)VND,(Số phân loại lại)VND,1/1/2023(Phân loại lại)VND,numeric__1/1/2023(Theo báo cáo trước đây)VND,numeric__(Số phân loại lại)VND,numeric__1/1/2023(Phân loại lại)VND
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,889.709.809.124,(354.902.558.728),534.807.250.396,889709809124.0,-354902558728.0,534807250396.0
Chỉ phí phải trả,Chỉ phí phải trả,Chỉ phí phải trả,98.530.177.216,354.902.558.728,453.432.735.944,98530177216.0,354902558728.0,453432735944.0
