row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc VND,Máy móc và thiết bị VND,Phương tiện vận chuyển VND,Thiết bị văn phòng VND,Tổng VND,numeric__Nhà cửa và vật kiến trúc VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận chuyển VND,numeric__Thiết bị văn phòng VND,numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,156.288.864.503,344.966.454.465,50.791.046.180,120.734.972.293,672.781.337.441,156288864503.0,344966454465.0,50791046180.0,120734972293.0,672781337441.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,1.364.386.870,56.991.206.086,10.158.853.800,11.541.058.518,80.055.505.274,1364386870.0,56991206086.0,10158853800.0,11541058518.0,80055505274.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,-,1.712.404.193,-,-,1.712.404.193,,1712404193.0,,,1712404193.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,-,(2.076.236.033),(2.371.579.190),(2.530.576.471),(6.978.391.694),,-2076236033.0,-2371579190.0,-2530576471.0,-6978391694.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,157.653.251.373,401.593.828.711,58.578.320.790,129.745.454.340,747.570.855.214,157653251373.0,401593828711.0,58578320790.0,129745454340.0,747570855214.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,68.123.475.517,248.299.809.940,31.259.153.396,85.364.346.841,433.046.785.694,68123475517.0,248299809940.0,31259153396.0,85364346841.0,433046785694.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,8.562.095.718,36.622.850.344,5.850.658.498,12.803.464.021,63.839.068.581,8562095718.0,36622850344.0,5850658498.0,12803464021.0,63839068581.0
Thanh lý,Giá trị hao mòn lũy kế > Thanh lý,Thanh lý,-,(1.432.819.604),(2.371.579.190),(1.884.358.940),(5.688.757.734),,-1432819604.0,-2371579190.0,-1884358940.0,-5688757734.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,76.685.571.235,283.489.840.680,34.738.232.704,96.283.451.922,491.197.096.541,76685571235.0,283489840680.0,34738232704.0,96283451922.0,491197096541.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,88.165.388.986,96.666.644.525,19.531.892.784,35.370.625.452,239.734.551.747,88165388986.0,96666644525.0,19531892784.0,35370625452.0,239734551747.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,80.967.680.138,118.103.988.031,23.840.088.086,33.462.002.418,256.373.758.673,80967680138.0,118103988031.0,23840088086.0,33462002418.0,256373758673.0
