row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2023 VND,1/1/2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__1/1/2023 VND
Tài sản dài hạn(\( 200 = 210 + 220 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 240 + 250 + 260 \)),200,,1.469.439.823.096,1.370.766.887.448,200.0,,1469439823096.0,1370766887448.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,104.636.239.106,93.956.493.011,210.0,,104636239106.0,93956493011.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,10(b),104.636.239.106,93.956.493.011,216.0,,104636239106.0,93956493011.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,882.715.109.732,882.432.821.075,220.0,,882715109732.0,882432821075.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,13,256.373.758.673,239.734.551.747,221.0,13.0,256373758673.0,239734551747.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,747.570.855.214,672.781.337.441,222.0,,747570855214.0,672781337441.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(491.197.096.541),(433.046.785.694),223.0,,-491197096541.0,-433046785694.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,14,626.341.351.059,642.698.269.328,227.0,14.0,626341351059.0,642698269328.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,708.071.904.553,707.010.800.099,228.0,,708071904553.0,707010800099.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(81.730.553.494),(64.312.530.771),229.0,,-81730553494.0,-64312530771.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,29.100.048.410,30.826.629.189,240.0,,29100048410.0,30826629189.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,15,29.100.048.410,30.826.629.189,242.0,15.0,29100048410.0,30826629189.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,6(b),3.980.000.000,-,250.0,,3980000000.0,
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,399.251.613.400,395.271.613.400,253.0,,399251613400.0,395271613400.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,,(395.271.613.400),(395.271.613.400),254.0,,-395271613400.0,-395271613400.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,449.008.425.848,363.550.944.173,260.0,,449008425848.0,363550944173.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,12(b),329.182.091.504,243.656.590.750,261.0,,329182091504.0,243656590750.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,16,119.826.334.344,119.894.353.423,262.0,16.0,119826334344.0,119894353423.0
TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),270,,14.427.558.015.356,13.337.124.649.246,270.0,,14427558015356.0,13337124649246.0
