row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2023 VND,1/1/2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__1/1/2023 VND
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),TÀI SẢN > Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),Tài sản ngắn hạn(100 = 110 + 120 + 130 + 140 + 150),100,,12.958.118.192.260,11.966.357.761.798,100.0,,12958118192260.0,11966357761798.0
Tiền,TÀI SẢN > Tiền,Tiền,110,5,896.147.917.336,879.548.130.711,110.0,5.0,896147917336.0,879548130711.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,896.147.917.336,879.548.130.711,111.0,,896147917336.0,879548130711.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,810.100.000.000,200.000.000.000,120.0,,810100000000.0,200000000000.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,6(a),810.100.000.000,200.000.000.000,123.0,,810100000000.0,200000000000.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,215.035.937.840,300.880.402.245,130.0,,215035937840.0,300880402245.0
Phải thu của khách hàng,TÀI SẢN > Phải thu của khách hàng,Phải thu của khách hàng,131,7,69.277.567.110,56.532.707.659,131.0,7.0,69277567110.0,56532707659.0
Trả trước cho người bán,TÀI SẢN > Trả trước cho người bán,Trả trước cho người bán,132,8,27.775.617.785,68.902.837.213,132.0,8.0,27775617785.0,68902837213.0
Phải thu về cho vay,TÀI SẢN > Phải thu về cho vay,Phải thu về cho vay,135,9,90.000.000.000,140.000.000.000,135.0,9.0,90000000000.0,140000000000.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,10(a),32.980.198.226,37.641.170.145,136.0,,32980198226.0,37641170145.0
Dự phòng phải thu khó đòi,TÀI SẢN > Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,137,,(5.049.680.837),(2.862.909.308),137.0,,-5049680837.0,-2862909308.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,52.235.556,666.596.536,139.0,,52235556.0,666596536.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,11,10.940.937.959.289,10.506.054.932.284,140.0,11.0,10940937959289.0,10506054932284.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,10.944.749.006.797,10.508.065.026.916,141.0,,10944749006797.0,10508065026916.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(3.811.047.508),(2.010.094.632),149.0,,-3811047508.0,-2010094632.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,95.896.377.795,79.874.296.558,150.0,,95896377795.0,79874296558.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,12(a),94.051.248.427,74.007.356.286,151.0,,94051248427.0,74007356286.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,1.845.129.368,5.866.940.272,152.0,,1845129368.0,5866940272.0
