row_label_raw,row_label_full,col_0,2023Cổ phiếu,2022Cổ phiếu(Điều chỉnh lại) (**),numeric__2023Cổ phiếu,numeric__2022Cổ phiếu(Điều chỉnh lại) (**)
Số cổ phiếu phổ thông đã phát hành đầu năm,Số cổ phiếu phổ thông đã phát hành đầu năm,Số cổ phiếu phổ thông đã phát hành đầu năm,327.999.629,227.366.563,327999629.0,227366563.0
Ảnh hưởng của việc phát hành cổ phiếu thường trong năm,Ảnh hưởng của việc phát hành cổ phiếu thường trong năm,Ảnh hưởng của việc phát hành cổ phiếu thường trong năm,-,75.785.972,,75785972.0
Ảnh hưởng của việc phát hành cổ phiếu mới trong năm,Ảnh hưởng của việc phát hành cổ phiếu mới trong năm,Ảnh hưởng của việc phát hành cổ phiếu mới trong năm,-,9.227.876,,9227876.0
Số lượng bình quân gia quyền của cổ phiếu phổ thông tại thời điểm cuối năm,Số lượng bình quân gia quyền của cổ phiếu phổ thông tại thời điểm cuối năm,Số lượng bình quân gia quyền của cổ phiếu phổ thông tại thời điểm cuối năm,327.999.629,312.380.411,327999629.0,312380411.0
