row_label_raw,row_label_full,Công ty TNHH Aeon Việt Nam – Chi nhánh Bình Dương > Công ty TNHH Aeon Việt Nam – Chi nhánh Bình Tân > Công ty TNHH Aeon Việt Nam – Chi nhánh Tân Phú,31/12/2023VND > 7.988.832.041 > 6.203.684.363 > 6.113.728.778,1/1/2023VND > 8.249.435.172 > 7.549.704.598 > 7.799.727.008,numeric__31/12/2023VND > 7.988.832.041 > 6.203.684.363 > 6.113.728.778,numeric__1/1/2023VND > 8.249.435.172 > 7.549.704.598 > 7.799.727.008
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,48.971.321.928,32.933.840.881,48971321928.0,32933840881.0
,,,69.277.567.110,56.532.707.659,69277567110.0,56532707659.0
