row_label_raw,row_label_full,col_0,2023VND,2022VND(Điều chỉnh lại) (**),numeric__2023VND,numeric__2022VND(Điều chỉnh lại) (**)
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,1.971.099.177.135,1.810.691.843.397,1971099177135.0,1810691843397.0
"Phân bổ vào quỹ khen thưởng, phúc lợi (*)","Phân bổ vào quỹ khen thưởng, phúc lợi (*)","Phân bổ vào quỹ khen thưởng, phúc lợi (*)",(187.976.942.399),(139.423.000.000),-187976942399.0,-139423000000.0
Lợi nhuận thuần thuộc về cổ đông phổ thông,Lợi nhuận thuần thuộc về cổ đông phổ thông,Lợi nhuận thuần thuộc về cổ đông phổ thông,1.783.094.374.736,1.671.268.843.397,1783094374736.0,1671268843397.0
