row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2023 VND,2022 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2023 VND,numeric__2022 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,28,33.481.608.954.953,34.211.128.942.240,1.0,28.0,33481608954953.0,34211128942240.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,28,344.679.758.524,334.674.383.087,2.0,28.0,344679758524.0,334674383087.0
Doanh thu thuần (10 = 01 - 02),Doanh thu thuần (10 = 01 - 02),Doanh thu thuần (10 = 01 - 02),10,28,33.136.929.196.429,33.876.454.559.153,10.0,28.0,33136929196429.0,33876454559153.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,29,27.078.338.249.235,27.949.348.024.381,11.0,29.0,27078338249235.0,27949348024381.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,6.058.590.947.194,5.927.106.534.772,20.0,,6058590947194.0,5927106534772.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,30,97.825.547.538,54.036.974.170,21.0,30.0,97825547538.0,54036974170.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,31,142.580.680.640,141.471.203.463,22.0,31.0,142580680640.0,141471203463.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,118.568.804.103,94.143.431.408,23.0,,118568804103.0,94143431408.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,32,2.835.769.469.802,2.828.208.644.376,25.0,32.0,2835769469802.0,2828208644376.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,33,693.934.934.718,673.996.996.684,26.0,33.0,693934934718.0,673996996684.0
Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,2.484.131.409.572,2.337.466.664.419,30.0,,2484131409572.0,2337466664419.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,,11.846.230.257,8.582.642.521,31.0,,11846230257.0,8582642521.0
Chi phí khác,Chi phí khác,Chi phí khác,32,,7.217.637.455,33.721.752.227,32.0,,7217637455.0,33721752227.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,4.628.592.802,(25.139.109.706),40.0,,4628592802.0,-25139109706.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,2.488.760.002.374,2.312.327.554.713,50.0,,2488760002374.0,2312327554713.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,35,517.592.806.160,521.061.271.124,51.0,35.0,517592806160.0,521061271124.0
Chi phí/(lợi ích) thuế TNDN hoãn lại,Chi phí/(lợi ích) thuế TNDN hoãn lại,Chi phí/(lợi ích) thuế TNDN hoãn lại,52,35,68.019.079,(19.425.559.808),52.0,35.0,68019079.0,-19425559808.0
Lợi nhuận thuần sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),Lợi nhuận thuần sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),Lợi nhuận thuần sau thuế TNDN (mang sang trang sau) (60 = 50 - 51 - 52),60,,1.971.099.177.135,1.810.691.843.397,60.0,,1971099177135.0,1810691843397.0
