row_label_raw,row_label_full,Chỉ tiêu,Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dư cuối năm
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,20.480,17.657,38.850,(713),20480.0,17657.0,38850.0,-713.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,42.508,15.525,59.362,(1.329),42508.0,15525.0,59362.0,-1329.0
3. Các loại thuế khác,3. Các loại thuế khác,3. Các loại thuế khác,496,27.312,25.419,2.389,496.0,27312.0,25419.0,2389.0
Tổng cộng,Tổng cộng,Tổng cộng,63.484,60.494,123.631,347,63484.0,60494.0,123631.0,347.0
