row_label_raw,row_label_full,col_0,Tổng số,Vốn CP thường,Vốn CP ưu đãi,Tổng số_1,Vốn CP thường_1,Vốn CP ưu đãi_1,numeric__Tổng số,numeric__Vốn CP thường,numeric__Vốn CP ưu đãi,numeric__Tổng số_1,numeric__Vốn CP thường_1,numeric__Vốn CP ưu đãi_1
- Vốn góp các thành viên khác,- Vốn góp các thành viên khác,- Vốn góp các thành viên khác,4.101.555,4.101.555,-,3.010.216,3.010.216,-,4101555.0,4101555.0,,3010216.0,3010216.0,
- Thặng dư vốn cổ phần,- Thặng dư vốn cổ phần,- Thặng dư vốn cổ phần,-,-,-,-,-,-,,,,,,
- Cổ phiếu quỹ,- Thặng dư vốn cổ phần > - Cổ phiếu quỹ,- Cổ phiếu quỹ,(29.644),(29.644),-,(29.644),(29.644),-,-29644.0,-29644.0,,-29644.0,-29644.0,
Tổng cộng,- Thặng dư vốn cổ phần > Tổng cộng,Tổng cộng,4.071.911,4.071.911,-,2.980.572,2.980.572,-,4071911.0,4071911.0,,2980572.0,2980572.0,
