row_label_raw,row_label_full,CHÍ TIÊU,Thuyết minh,Năm 2019,Năm 2018,numeric__Thuyết minh,numeric__Năm 2019,numeric__Năm 2018
1. Thu nhập lãi và các khoản thu nhập tương tự,1. Thu nhập lãi và các khoản thu nhập tương tự,1. Thu nhập lãi và các khoản thu nhập tương tự,VI.17,5.291.273,4.738.865,,5291273.0,4738865.0
2. Chỉ phí lãi và các chỉ phí tương tự,2. Chỉ phí lãi và các chỉ phí tương tự,2. Chỉ phí lãi và các chỉ phí tương tự,VI.18,4.132.865,3.757.692,,4132865.0,3757692.0
I. Thu nhập lãi thuần,I. Thu nhập lãi thuần,I. Thu nhập lãi thuần,,1.158.408,981.173,,1158408.0,981173.0
3. Thu nhập từ hoạt động dịch vụ,3. Thu nhập từ hoạt động dịch vụ,3. Thu nhập từ hoạt động dịch vụ,,102.974,65.347,,102974.0,65347.0
4. Chỉ phí hoạt động dịch vụ,4. Chỉ phí hoạt động dịch vụ,4. Chỉ phí hoạt động dịch vụ,,52.229,39.926,,52229.0,39926.0
II. Lãi/lỗ thuần từ hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,II. Lãi/lỗ thuần từ hoạt động dịch vụ,VI.19,50.745,25.421,,50745.0,25421.0
III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối,III. Lãi/lỗ thuần từ hoạt động kinh doanh ngoại hối,VI.20,(3.189),(21.786),,-3189.0,-21786.0
IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,,-,-,,,
V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,VI.21,31.862,(22.034),,31862.0,-22034.0
5. Thu nhập từ hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > 5. Thu nhập từ hoạt động khác,5. Thu nhập từ hoạt động khác,,146.904,1.064.822,,146904.0,1064822.0
6. Chỉ phí hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > 6. Chỉ phí hoạt động khác,6. Chỉ phí hoạt động khác,,142.941,803.579,,142941.0,803579.0
VI. Lãi/lỗ thuần từ hoạt động khác,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh > VI. Lãi/lỗ thuần từ hoạt động khác,VI. Lãi/lỗ thuần từ hoạt động khác,VI.22,3.963,261.243,,3963.0,261243.0
"VII. Thu nhập từ góp vốn, mua cổ phần","VII. Thu nhập từ góp vốn, mua cổ phần","VII. Thu nhập từ góp vốn, mua cổ phần",,-,-,,,
VIII. Chỉ phí hoạt động,"VII. Thu nhập từ góp vốn, mua cổ phần > VIII. Chỉ phí hoạt động",VIII. Chỉ phí hoạt động,VI.23,862.619,999.842,,862619.0,999842.0
IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chỉ phí dự phòng rủi ro tin dụng,"VII. Thu nhập từ góp vốn, mua cổ phần > IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chỉ phí dự phòng rủi ro tin dụng",IX. Lợi nhuận thuần từ hoạt động kinh doanh trước chỉ phí dự phòng rủi ro tin dụng,,379.170,224.175,,379170.0,224175.0
X.1 Chỉ phí dự phòng rủi ro tin dụng,"VII. Thu nhập từ góp vốn, mua cổ phần > X.1 Chỉ phí dự phòng rủi ro tin dụng",X.1 Chỉ phí dự phòng rủi ro tin dụng,,71.523,63.963,,71523.0,63963.0
X.2 Các khoan xử lý theo dé án tải cấu trúc NH,"VII. Thu nhập từ góp vốn, mua cổ phần > X.2 Các khoan xử lý theo dé án tải cấu trúc NH",X.2 Các khoan xử lý theo dé án tải cấu trúc NH,,252.606,72.382,,252606.0,72382.0
XI. Tổng lợi nhuận trước thuế,"VII. Thu nhập từ góp vốn, mua cổ phần > XI. Tổng lợi nhuận trước thuế",XI. Tổng lợi nhuận trước thuế,,55.041,87.830,,55041.0,87830.0
7. Chỉ phí thuế TNDN hiện hành,"VII. Thu nhập từ góp vốn, mua cổ phần > 7. Chỉ phí thuế TNDN hiện hành",7. Chỉ phí thuế TNDN hiện hành,,11.899,51.590,,11899.0,51590.0
8. Chỉ phí thuế TNDN hoãn lại,8. Chỉ phí thuế TNDN hoãn lại,8. Chỉ phí thuế TNDN hoãn lại,,-,-,,,
XII. Chỉ phí thuế Thu nhập doanh nghiệp,8. Chỉ phí thuế TNDN hoãn lại > XII. Chỉ phí thuế Thu nhập doanh nghiệp,XII. Chỉ phí thuế Thu nhập doanh nghiệp,VI.24,11.899,51.590,,11899.0,51590.0
XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,8. Chỉ phí thuế TNDN hoãn lại > XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,XIII. Lợi nhuận sau thuế Thu nhập doanh nghiệp,,43.142,36.240,,43142.0,36240.0
XIV. Lợi ích của cổ đông thiếu số,XIV. Lợi ích của cổ đông thiếu số,XIV. Lợi ích của cổ đông thiếu số,,-,-,,,
XV. Lãi cơ bản trên cổ phiếu (VND),XIV. Lợi ích của cổ đông thiếu số > XV. Lãi cơ bản trên cổ phiếu (VND),XV. Lãi cơ bản trên cổ phiếu (VND),VI.16.2,129,122,,129.0,122.0
