row_label_raw,row_label_full,3.1. Tiền gửi tại các TCTD khác,31/12/2019,01/01/2019,numeric__31/12/2019,numeric__01/01/2019
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,6.259.490,6.651.833,6259490.0,6651833.0
Bằng VND,Bằng VND,Bằng VND,5.966.569,6.412.290,5966569.0,6412290.0
Bằng ngoại hối,Bằng ngoại hối,Bằng ngoại hối,292.921,239.543,292921.0,239543.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,8.130.948,-,8130948.0,
Bằng VND,Bằng VND,Bằng VND,6.115.158,-,6115158.0,
Bằng ngoại hối,Bằng ngoại hối,Bằng ngoại hối,2.015.790,-,2015790.0,
Cộng,Cộng,Cộng,14.390.438,6.651.833,14390438.0,6651833.0
3.2. Cho vay các tổ chức tín dụng khác,3.2. Cho vay các tổ chức tín dụng khác,3.2. Cho vay các tổ chức tín dụng khác,31/12/2019,01/01/2019,,
Cho vay ngắn hạn (*),3.2. Cho vay các tổ chức tín dụng khác > Cho vay ngắn hạn (*),Cho vay ngắn hạn (*),884.208,32.000,884208.0,32000.0
Bằng VND,3.2. Cho vay các tổ chức tín dụng khác > Bằng VND,Bằng VND,640.923,32.000,640923.0,32000.0
Bằng ngoại hối,3.2. Cho vay các tổ chức tín dụng khác > Bằng ngoại hối,Bằng ngoại hối,243.285,-,243285.0,
Dự phòng rủi ro cho vay các TCTD khác,Dự phòng rủi ro cho vay các TCTD khác,Dự phòng rủi ro cho vay các TCTD khác,-,-,,
Cộng,Dự phòng rủi ro cho vay các TCTD khác > Cộng,Cộng,884.208,32.000,884208.0,32000.0
Tổng cộng,Dự phòng rủi ro cho vay các TCTD khác > Tổng cộng,Tổng cộng,15.274.646,6.683.833,15274646.0,6683833.0
