row_label_raw,row_label_full,col_0,31/12/2022triệu đồng,31/12/2021triệu đồng,numeric__31/12/2022triệu đồng,numeric__31/12/2021triệu đồng
"Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn",166.971.567,171.396.096,166971567.0,171396096.0
- Bằng VND,- Bằng VND,- Bằng VND,152.272.328,157.468.700,152272328.0,157468700.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,14.699.239,13.927.396,14699239.0,13927396.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,263.452.170,197.179.579,263452170.0,197179579.0
- Bằng VND,- Bằng VND,- Bằng VND,258.574.092,192.331.233,258574092.0,192331233.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,4.878.078,4.848.346,4878078.0,4848346.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,2.827.115,4.388.708,2827115.0,4388708.0
- Bằng VND,- Bằng VND,- Bằng VND,2.729.898,2.850.634,2729898.0,2850634.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,97.217,1.538.074,97217.0,1538074.0
Tiền gửi kỳ quỹ,Tiền gửi kỳ quỹ,Tiền gửi kỳ quỹ,10.354.786,11.727.772,10354786.0,11727772.0
- Bằng VND,- Bằng VND,- Bằng VND,7.535.183,7.719.805,7535183.0,7719805.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,2.819.603,4.007.967,2819603.0,4007967.0
,,,443.605.638,384.692.155,443605638.0,384692155.0
