row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2022 triệu đồng,31/12/2021 triệu đồng,numeric__Thuyết minh,numeric__31/12/2022 triệu đồng,numeric__31/12/2021 triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
"Tiền mặt, vàng bạc, đá quỹ","TÀI SẢN > Tiền mặt, vàng bạc, đá quỹ","Tiền mặt, vàng bạc, đá quỹ",5,3.744.100,3.475.341,5.0,3744100.0,3475341.0
Tiền gửi tại Ngân hàng Nhà nước,TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,6,39.654.541,38.051.039,6.0,39654541.0,38051039.0
Tiền gửi và cho vay các tổ chức tin dụng khác,TÀI SẢN > Tiền gửi và cho vay các tổ chức tin dụng khác,Tiền gửi và cho vay các tổ chức tin dụng khác,7,32.937.210,35.983.193,7.0,32937210.0,35983193.0
Tiền gửi tại các tổ chức tin dụng khác,TÀI SẢN > Tiền gửi tại các tổ chức tin dụng khác,Tiền gửi tại các tổ chức tin dụng khác,,24.835.507,24.155.189,,24835507.0,24155189.0
Cho vay các tổ chức tin dụng khác,TÀI SẢN > Cho vay các tổ chức tin dụng khác,Cho vay các tổ chức tin dụng khác,,8.102.398,11.908.860,,8102398.0,11908860.0
Dự phòng rủi ro,TÀI SẢN > Dự phòng rủi ro,Dự phòng rủi ro,,(695),(80.856),,-695.0,-80856.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,8,4.105.550,7.575.274,8.0,4105550.0,7575274.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,,4.107.470,7.582.673,,4107470.0,7582673.0
Dự phòng rủi ro chứng khoán kinh doanh,TÀI SẢN > Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,(1.920),(7.399),,-1920.0,-7399.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,TÀI SẢN > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,9,69.503,274.294,9.0,69503.0,274294.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,448.598.622,354.797.094,,448598622.0,354797094.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,10,460.574.482,363.554.778,10.0,460574482.0,363554778.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(11.975.860),(8.757.684),11.0,-11975860.0,-8757684.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,12,1.006.733,1.766,12.0,1006733.0,1766.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,1.019.898,3.585,,1019898.0,3585.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(13.165),(1.819),,-13165.0,-1819.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,,159.580.028,128.806.244,,159580028.0,128806244.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,13.1,154.506.192,124.551.916,131.0,154506192.0,124551916.0
Chứng khoán đầu tư giữ đến ngày đào hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đào hạn,Chứng khoán đầu tư giữ đến ngày đào hạn,13.2,5.475.361,4.677.084,132.0,5475361.0,4677084.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,13.4,(401.525),(422.756),134.0,-401525.0,-422756.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",14,625.267,803.208,14.0,625267.0,803208.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,768.763,940.840,,768763.0,940840.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(143.496),(137.632),,-143496.0,-137632.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,5.073.508,4.678.447,,5073508.0,4678447.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,15,3.457.561,3.213.906,15.0,3457561.0,3213906.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,7.110.562,6.083.517,,7110562.0,6083517.0
Khẩu hao lũy kế,TÀI SẢN > Khẩu hao lũy kế,Khẩu hao lũy kế,,(3.653.001),(2.869.611),,-3653001.0,-2869611.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,16,1.615.947,1.464.541,16.0,1615947.0,1464541.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,3.565.092,2.923.616,,3565092.0,2923616.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(1.949.145),(1.459.075),,-1949145.0,-1459075.0
Bất động sản đầu tư,TÀI SẢN > Bất động sản đầu tư,Bất động sản đầu tư,17,236.177,268.999,17.0,236177.0,268999.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,250.155,285.300,,250155.0,285300.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(13.978),(16.301),,-13978.0,-16301.0
Tài sản cố khác,TÀI SẢN > Tài sản cố khác,Tài sản cố khác,,32.901.134,32.425.520,,32901134.0,32425520.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,18.1,20.160.561,23.923.205,181.0,20160561.0,23923205.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,6.786.414,4.599.328,,6786414.0,4599328.0
Tài sản thuế thu nhập doanh nghiệp hoãn lại,TÀI SẢN > Tài sản thuế thu nhập doanh nghiệp hoãn lại,Tài sản thuế thu nhập doanh nghiệp hoãn lại,37.2,10.986,537,372.0,10986.0,537.0
Tài sản cố khác,TÀI SẢN > Tài sản cố khác,Tài sản cố khác,18.2,6.174.673,3.961.963,182.0,6174673.0,3961963.0
Trong đó: Lợi thế thương mại,TÀI SẢN > Trong đó: Lợi thế thương mại,Trong đó: Lợi thế thương mại,19,28.568,38.090,19.0,28568.0,38090.0
Dự phòng rủi ro cho các tài sản có nội bảng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản có nội bảng khác,Dự phòng rủi ro cho các tài sản có nội bảng khác,18.3,(231.500),(59.513),183.0,-231500.0,-59513.0
TỔNG TÀI SẢN CÓ,TÀI SẢN > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,,728.532.373,607.140.419,,728532373.0,607140419.0
