row_label_raw,row_label_full,col_0,Năm 2022triệu đồng,Năm 2021triệu đồng,numeric__Năm 2022triệu đồng,numeric__Năm 2021triệu đồng
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",155.102,126.081,155102.0,126081.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,8.154.390,6.710.310,8154390.0,6710310.0
Chi lượng và phụ cấp,Chi lượng và phụ cấp,Chi lượng và phụ cấp,6.817.087,5.756.693,6817087.0,5756693.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,2.568.050,2.186.760,2568050.0,2186760.0
Trong đó:,Trong đó:,Trong đó:,,,,
Khẩu hao tài sản cố định,Trong đó: > Khẩu hao tài sản cố định,Khẩu hao tài sản cố định,1.277.145,1.086.194,1277145.0,1086194.0
Chi cho hoạt động quản lý công vụ,Trong đó: > Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,3.593.574,3.108.879,3593574.0,3108879.0
Trong đó:,Trong đó:,Trong đó:,,,,
Công tác phí,Trong đó: > Công tác phí,Công tác phí,167.583,93.548,167583.0,93548.0
Chi về các hoạt động đoàn thể của TCTD,Trong đó: > Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,15.521,9.426,15521.0,9426.0
Chi khác cho hoạt động quản lý,Trong đó: > Chi khác cho hoạt động quản lý,Chi khác cho hoạt động quản lý,3.410.470,3.005.905,3410470.0,3005905.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",344.512,245.158,344512.0,245158.0
,,,14.815.628,12.377.188,14815628.0,12377188.0
