row_label_raw,row_label_full,col_0,31/12/2022triệu đồng,31/12/2021triệu đồng,numeric__31/12/2022triệu đồng,numeric__31/12/2021triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,4.070.884,7.243.427,4070884.0,7243427.0
"Chứng khoán do Chính phủ, chính quyền địa phương phát hành (*)","Chứng khoán do Chính phủ, chính quyền địa phương phát hành (*)","Chứng khoán do Chính phủ, chính quyền địa phương phát hành (*)",58.439,1.815.842,58439.0,1815842.0
Chứng khoán do các TCTD khác trong nước phát hành (**),Chứng khoán do các TCTD khác trong nước phát hành (**),Chứng khoán do các TCTD khác trong nước phát hành (**),3.773.465,4.833.382,3773465.0,4833382.0
Chứng khoán do các TCKT trong nước phát hành (***),Chứng khoán do các TCKT trong nước phát hành (***),Chứng khoán do các TCKT trong nước phát hành (***),238.980,594.203,238980.0,594203.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,36.586,339.246,36586.0,339246.0
Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,Chứng khoán Vốn do các TCTD khác trong nước phát hành,5,31.173,5.0,31173.0
Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,Chứng khoán Vốn do các TCKT khác trong nước phát hành,36.581,308.073,36581.0,308073.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(1.920),(7.399),-1920.0,-7399.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(1.920),(7.399),-1920.0,-7399.0
,,,4.105.550,7.575.274,4105550.0,7575274.0
